node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,2000,tier_1,32,PIPEDA,4,512,tier1_hospital,0.977,critical,10000
1,clinic_001,1000,tier_2,32,PIPEDA,8,64,tier2_hospital,0.954,critical,10000
2,research_center_002,5000,tier_3,64,PIPEDA,32,1024,research_center,0.997,critical,20000
3,mobile_unit_003,1000,tier_1,8,PIPEDA,2,16,mobile_unit,0.761,critical,5000
4,edge_device_004,500,tier_2,8,PIPEDA,1,16,edge_device,0.759,standard,500
5,hospital_005,2000,tier_1,64,GDPR,16,512,tier1_hospital,0.952,high,50000
6,clinic_006,5000,tier_2,64,PIPEDA,4,256,tier2_hospital,0.955,critical,10000
7,research_center_007,20000,tier_3,128,local,8,256,research_center,0.989,high,20000
8,mobile_unit_008,500,tier_1,8,local,1,32,mobile_unit,0.804,critical,5000
9,edge_device_009,50,tier_2,2,HIPAA,0,32,edge_device,0.843,high,1000
10,hospital_010,5000,tier_1,64,HIPAA,4,512,tier1_hospital,0.956,critical,20000
11,clinic_011,1000,tier_2,64,PIPEDA,2,64,tier2_hospital,0.954,critical,20000
12,research_center_012,5000,tier_3,128,local,32,512,research_center,0.989,high,20000
13,mobile_unit_013,500,tier_1,4,local,2,16,mobile_unit,0.762,standard,5000
14,edge_device_014,100,tier_2,4,GDPR,1,8,edge_device,0.847,critical,1000
15,hospital_015,2000,tier_1,64,local,16,256,tier1_hospital,0.984,critical,20000
16,clinic_016,5000,tier_2,16,PIPEDA,4,64,tier2_hospital,0.929,high,20000
17,research_center_017,10000,tier_3,128,PIPEDA,32,256,research_center,0.982,high,100000
18,mobile_unit_018,500,tier_1,8,GDPR,2,64,mobile_unit,0.846,standard,1000
19,edge_device_019,100,tier_2,8,HIPAA,0,8,edge_device,0.893,critical,500
20,hospital_020,10000,tier_1,128,local,16,512,tier1_hospital,0.979,critical,20000
21,clinic_021,5000,tier_2,64,GDPR,2,256,tier2_hospital,0.942,critical,20000
22,research_center_022,20000,tier_3,64,GDPR,8,1024,research_center,0.993,high,100000
23,mobile_unit_023,100,tier_1,8,local,2,64,mobile_unit,0.894,high,5000
24,edge_device_024,500,tier_2,8,local,0,32,edge_device,0.872,standard,2000
25,hospital_025,2000,tier_1,32,PIPEDA,8,256,tier1_hospital,0.97,high,10000
26,clinic_026,5000,tier_2,32,GDPR,2,64,tier2_hospital,0.923,critical,20000
27,research_center_027,20000,tier_3,64,PIPEDA,32,256,research_center,0.988,standard,20000
28,mobile_unit_028,100,tier_1,8,PIPEDA,2,16,mobile_unit,0.84,standard,1000
29,edge_device_029,50,tier_2,2,local,1,32,edge_device,0.884,high,1000
