node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,10000,tier_1,128,PIPEDA,16,512,tier1_hospital,0.962,standard,50000
1,clinic_001,5000,tier_2,32,HIPAA,2,256,tier2_hospital,0.903,standard,10000
2,research_center_002,20000,tier_3,64,PIPEDA,32,256,research_center,0.988,standard,50000
3,mobile_unit_003,100,tier_1,16,PIPEDA,2,16,mobile_unit,0.775,high,2000
4,edge_device_004,100,tier_2,8,GDPR,1,32,edge_device,0.712,critical,2000
5,hospital_005,5000,tier_1,128,GDPR,8,512,tier1_hospital,0.966,critical,50000
6,clinic_006,1000,tier_2,16,PIPEDA,2,128,tier2_hospital,0.943,standard,5000
7,research_center_007,10000,tier_3,128,PIPEDA,8,512,research_center,0.999,critical,50000
8,mobile_unit_008,1000,tier_1,8,PIPEDA,1,32,mobile_unit,0.75,standard,1000
9,edge_device_009,100,tier_2,2,local,0,8,edge_device,0.738,critical,1000
10,hospital_010,10000,tier_1,128,HIPAA,8,128,tier1_hospital,0.996,critical,50000
11,clinic_011,1000,tier_2,16,HIPAA,2,256,tier2_hospital,0.969,standard,10000
12,research_center_012,10000,tier_3,256,HIPAA,32,512,research_center,0.997,standard,50000
13,mobile_unit_013,500,tier_1,4,HIPAA,2,16,mobile_unit,0.874,standard,1000
14,edge_device_014,50,tier_2,8,local,1,32,edge_device,0.79,high,2000
