node_id,city,country,latitude,longitude,region,timezone
0,Rochester,USA,44.050094,-92.515081,north_america,America/Chicago
1,Baltimore,USA,39.30043,-76.630938,europe,America/New_York
2,Palo Alto,USA,37.429301,-122.094926,asia_pacific,America/Los_Angeles
3,Boston,USA,42.359869,-71.060546,south_america,America/New_York
4,Los Angeles,USA,34.061723,-118.245627,africa,America/Los_Angeles
5,London,UK,51.520416,-0.175183,north_america,Europe/London
6,Paris,France,48.906171,2.313136,europe,Europe/Paris
7,Tokyo,Japan,35.697892,139.683618,asia_pacific,Asia/Tokyo
8,Singapore,Singapore,1.391154,103.854717,south_america,Asia/Singapore
9,Sydney,Australia,-33.844886,151.176188,africa,Australia/Sydney
10,Rochester,USA,44.030286,-92.493886,north_america,America/Chicago
11,Baltimore,USA,39.253712,-76.63462,europe,America/New_York
12,Palo Alto,USA,37.481804,-122.135284,asia_pacific,America/Los_Angeles
13,Boston,USA,42.351834,-71.093877,south_america,America/New_York
14,Los Angeles,USA,34.034393,-118.249131,africa,America/Los_Angeles
