node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,10000,tier_1,32,GDPR,8,512,tier1_hospital,0.954,critical,50000
1,clinic_001,5000,tier_2,16,GDPR,8,64,tier2_hospital,0.962,high,20000
2,research_center_002,20000,tier_3,64,local,16,256,research_center,0.985,critical,50000
3,mobile_unit_003,1000,tier_1,8,local,1,32,mobile_unit,0.842,high,1000
4,edge_device_004,100,tier_2,4,local,0,8,edge_device,0.819,high,1000
5,hospital_005,5000,tier_1,32,GDPR,4,256,tier1_hospital,0.973,standard,20000
6,clinic_006,2000,tier_2,64,PIPEDA,8,128,tier2_hospital,0.953,high,10000
7,research_center_007,20000,tier_3,128,local,8,256,research_center,0.997,high,100000
8,mobile_unit_008,1000,tier_1,16,GDPR,2,16,mobile_unit,0.765,standard,1000
9,edge_device_009,100,tier_2,8,local,1,8,edge_device,0.723,critical,1000
