param_summary,round_num,source_node,target_node,timestamp,transfer_type
"{'norm': 3.2776365280151367, 'mean': -0.003080932190641761, 'std': 0.11146488785743713}",1,0,1,1749425501.9848855,parameter_transfer
"{'norm': 3.2776365280151367, 'mean': -0.003080932190641761, 'std': 0.11146488785743713}",1,0,2,1749425501.9848855,parameter_transfer
"{'norm': 3.2776365280151367, 'mean': -0.003080932190641761, 'std': 0.11146488785743713}",1,0,3,1749425501.9848855,parameter_transfer
"{'norm': 3.2776365280151367, 'mean': -0.003080932190641761, 'std': 0.11146488785743713}",1,0,4,1749425501.9848855,parameter_transfer
"{'norm': 3.2776365280151367, 'mean': -0.003080932190641761, 'std': 0.11146488785743713}",1,0,5,1749425501.9848855,parameter_transfer
"{'norm': 3.2776365280151367, 'mean': -0.003080932190641761, 'std': 0.11146488785743713}",1,0,6,1749425501.9848855,parameter_transfer
"{'norm': 3.2776365280151367, 'mean': -0.003080932190641761, 'std': 0.11146488785743713}",1,0,7,1749425501.9848855,parameter_transfer
"{'norm': 3.2776365280151367, 'mean': -0.003080932190641761, 'std': 0.11146488785743713}",1,0,8,1749425501.9848855,parameter_transfer
"{'norm': 3.2776365280151367, 'mean': -0.003080932190641761, 'std': 0.11146488785743713}",1,0,9,1749425501.9848855,parameter_transfer
"{'norm': 3.2796003818511963, 'mean': -0.0029797498136758804, 'std': 0.1115344762802124}",1,1,0,1749425501.9849563,parameter_transfer
"{'norm': 3.2796003818511963, 'mean': -0.0029797498136758804, 'std': 0.1115344762802124}",1,1,2,1749425501.9849563,parameter_transfer
"{'norm': 3.2796003818511963, 'mean': -0.0029797498136758804, 'std': 0.1115344762802124}",1,1,3,1749425501.9849563,parameter_transfer
"{'norm': 3.2796003818511963, 'mean': -0.0029797498136758804, 'std': 0.1115344762802124}",1,1,4,1749425501.9849563,parameter_transfer
"{'norm': 3.2796003818511963, 'mean': -0.0029797498136758804, 'std': 0.1115344762802124}",1,1,5,1749425501.9849563,parameter_transfer
"{'norm': 3.2796003818511963, 'mean': -0.0029797498136758804, 'std': 0.1115344762802124}",1,1,6,1749425501.9849563,parameter_transfer
"{'norm': 3.2796003818511963, 'mean': -0.0029797498136758804, 'std': 0.1115344762802124}",1,1,7,1749425501.9849563,parameter_transfer
"{'norm': 3.2796003818511963, 'mean': -0.0029797498136758804, 'std': 0.1115344762802124}",1,1,8,1749425501.9849563,parameter_transfer
"{'norm': 3.2796003818511963, 'mean': -0.0029797498136758804, 'std': 0.1115344762802124}",1,1,9,1749425501.9849563,parameter_transfer
"{'norm': 3.2792742252349854, 'mean': -0.003017575014382601, 'std': 0.11152235418558121}",1,2,0,1749425501.9849925,parameter_transfer
"{'norm': 3.2792742252349854, 'mean': -0.003017575014382601, 'std': 0.11152235418558121}",1,2,1,1749425501.9849925,parameter_transfer
"{'norm': 3.2792742252349854, 'mean': -0.003017575014382601, 'std': 0.11152235418558121}",1,2,3,1749425501.9849925,parameter_transfer
"{'norm': 3.2792742252349854, 'mean': -0.003017575014382601, 'std': 0.11152235418558121}",1,2,4,1749425501.9849925,parameter_transfer
"{'norm': 3.2792742252349854, 'mean': -0.003017575014382601, 'std': 0.11152235418558121}",1,2,5,1749425501.9849925,parameter_transfer
"{'norm': 3.2792742252349854, 'mean': -0.003017575014382601, 'std': 0.11152235418558121}",1,2,6,1749425501.9849925,parameter_transfer
"{'norm': 3.2792742252349854, 'mean': -0.003017575014382601, 'std': 0.11152235418558121}",1,2,7,1749425501.9849925,parameter_transfer
"{'norm': 3.2792742252349854, 'mean': -0.003017575014382601, 'std': 0.11152235418558121}",1,2,8,1749425501.9849925,parameter_transfer
"{'norm': 3.2792742252349854, 'mean': -0.003017575014382601, 'std': 0.11152235418558121}",1,2,9,1749425501.9849925,parameter_transfer
"{'norm': 3.28191876411438, 'mean': -0.0029040079098194838, 'std': 0.1116153746843338}",1,3,0,1749425501.9850266,parameter_transfer
"{'norm': 3.28191876411438, 'mean': -0.0029040079098194838, 'std': 0.1116153746843338}",1,3,1,1749425501.9850266,parameter_transfer
"{'norm': 3.28191876411438, 'mean': -0.0029040079098194838, 'std': 0.1116153746843338}",1,3,2,1749425501.9850266,parameter_transfer
"{'norm': 3.28191876411438, 'mean': -0.0029040079098194838, 'std': 0.1116153746843338}",1,3,4,1749425501.9850266,parameter_transfer
"{'norm': 3.28191876411438, 'mean': -0.0029040079098194838, 'std': 0.1116153746843338}",1,3,5,1749425501.9850266,parameter_transfer
"{'norm': 3.28191876411438, 'mean': -0.0029040079098194838, 'std': 0.1116153746843338}",1,3,6,1749425501.9850266,parameter_transfer
"{'norm': 3.28191876411438, 'mean': -0.0029040079098194838, 'std': 0.1116153746843338}",1,3,7,1749425501.9850266,parameter_transfer
"{'norm': 3.28191876411438, 'mean': -0.0029040079098194838, 'std': 0.1116153746843338}",1,3,8,1749425501.9850266,parameter_transfer
"{'norm': 3.28191876411438, 'mean': -0.0029040079098194838, 'std': 0.1116153746843338}",1,3,9,1749425501.9850266,parameter_transfer
"{'norm': 3.284865379333496, 'mean': -0.0021866955794394016, 'std': 0.11173199117183685}",1,4,0,1749425501.985057,parameter_transfer
"{'norm': 3.284865379333496, 'mean': -0.0021866955794394016, 'std': 0.11173199117183685}",1,4,1,1749425501.985057,parameter_transfer
"{'norm': 3.284865379333496, 'mean': -0.0021866955794394016, 'std': 0.11173199117183685}",1,4,2,1749425501.985057,parameter_transfer
"{'norm': 3.284865379333496, 'mean': -0.0021866955794394016, 'std': 0.11173199117183685}",1,4,3,1749425501.985057,parameter_transfer
"{'norm': 3.284865379333496, 'mean': -0.0021866955794394016, 'std': 0.11173199117183685}",1,4,5,1749425501.985057,parameter_transfer
"{'norm': 3.284865379333496, 'mean': -0.0021866955794394016, 'std': 0.11173199117183685}",1,4,6,1749425501.985057,parameter_transfer
"{'norm': 3.284865379333496, 'mean': -0.0021866955794394016, 'std': 0.11173199117183685}",1,4,7,1749425501.985057,parameter_transfer
"{'norm': 3.284865379333496, 'mean': -0.0021866955794394016, 'std': 0.11173199117183685}",1,4,8,1749425501.985057,parameter_transfer
"{'norm': 3.284865379333496, 'mean': -0.0021866955794394016, 'std': 0.11173199117183685}",1,4,9,1749425501.985057,parameter_transfer
