edge,weight
0-1,876.5
0-2,112.28
0-3,117.41
0-4,2068.16
0-5,474.31
0-6,1758.29
0-7,473.77
0-8,5471.97
0-9,4917.15
0-10,492.12
0-11,426.54
0-12,88.83
0-13,828.85
0-14,990.24
1-2,116.73
1-3,1071.18
1-4,1993.62
1-5,102.62
1-6,1647.53
1-7,1662.15
1-8,114.97
1-9,84.7
1-10,5691.36
1-11,4633.37
1-12,5988.64
1-13,1631.24
1-14,2360.28
2-3,5856.48
2-4,105.85
2-5,4766.04
2-6,94.65
2-7,114.41
2-8,1157.99
2-9,2239.78
2-10,519.27
2-11,1126.88
2-12,919.66
2-13,109.35
2-14,1812.16
3-4,103.0
3-5,469.1
3-6,1856.87
3-7,818.28
3-8,4196.49
3-9,1097.65
3-10,812.71
3-11,2040.57
3-12,437.24
3-13,115.93
3-14,1607.6
4-5,2254.53
4-6,1726.49
4-7,1109.47
4-8,115.25
4-9,2068.86
4-10,843.71
4-11,859.59
4-12,503.41
4-13,579.81
4-14,4925.94
5-6,5428.87
5-7,1838.45
5-8,591.89
5-9,567.38
5-10,84.44
5-11,822.25
5-12,1197.57
5-13,104.02
5-14,1008.07
6-7,827.57
6-8,538.82
6-9,4850.89
6-10,598.1
6-11,958.13
6-12,1022.42
6-13,116.62
6-14,110.61
7-8,1121.2
7-9,110.35
7-10,113.42
7-11,4170.75
7-12,1186.38
7-13,4144.45
7-14,4728.7
8-9,1196.19
8-10,5196.25
8-11,104.4
8-12,2116.8
8-13,81.03
8-14,860.53
9-10,1993.16
9-11,1758.31
9-12,550.88
9-13,446.94
9-14,4771.37
10-11,866.68
10-12,423.51
10-13,504.63
10-14,80.79
11-12,1101.79
11-13,500.27
11-14,5240.12
12-13,498.18
12-14,5138.31
13-14,538.78
