edge,weight
0-1,402.29
0-2,413.46
0-3,988.01
0-4,889.03
0-5,1871.58
0-6,846.4
0-7,2209.19
0-8,501.67
0-9,84.86
1-2,408.34
1-3,1644.45
1-4,965.22
1-5,1679.39
1-6,2054.48
1-7,5423.56
1-8,5761.01
1-9,90.35
2-3,100.78
2-4,449.68
2-5,1764.98
2-6,1670.15
2-7,510.7
2-8,870.4
2-9,1671.35
3-4,1107.75
3-5,4057.38
3-6,1069.16
3-7,4213.56
3-8,1859.26
3-9,91.08
4-5,117.07
4-6,588.56
4-7,89.74
4-8,85.9
4-9,4230.07
5-6,497.39
5-7,5491.65
5-8,587.92
5-9,2362.63
6-7,5516.35
6-8,2034.2
6-9,111.52
7-8,2150.92
7-9,1050.04
8-9,521.47
