node_id,latitude,longitude
0,44.063155,-92.487566
1,39.310815,-76.636686
2,37.412268,-122.119024
3,42.313535,-71.092767
4,34.047361,-118.271279
5,51.481917,-0.156171
6,48.877786,2.369102
7,35.674274,139.601074
8,1.391499,103.807064
9,-33.82212,151.203119
10,44.009684,-92.470677
11,39.277384,-76.617608
12,37.469309,-122.131173
13,42.383644,-71.043834
14,34.098101,-118.235099
15,51.522498,-0.145298
16,48.857528,2.315102
17,35.662256,139.639831
18,1.351225,103.785102
19,-33.909432,151.253765
