node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,2000,tier_1,64,GDPR,16,256,tier1_hospital,0.952,standard,50000
1,clinic_001,5000,tier_2,16,HIPAA,2,128,tier2_hospital,0.947,critical,20000
2,research_center_002,10000,tier_3,256,GDPR,32,1024,research_center,0.981,critical,100000
3,mobile_unit_003,1000,tier_1,16,HIPAA,1,64,mobile_unit,0.847,critical,2000
4,edge_device_004,500,tier_2,4,HIPAA,0,8,edge_device,0.791,standard,1000
5,hospital_005,2000,tier_1,128,GDPR,16,512,tier1_hospital,0.968,standard,50000
6,clinic_006,1000,tier_2,64,local,4,64,tier2_hospital,0.922,high,20000
7,research_center_007,20000,tier_3,64,local,16,1024,research_center,0.987,standard,20000
8,mobile_unit_008,1000,tier_1,4,HIPAA,1,64,mobile_unit,0.832,high,1000
9,edge_device_009,100,tier_2,2,local,1,8,edge_device,0.712,critical,500
10,hospital_010,5000,tier_1,32,HIPAA,4,512,tier1_hospital,0.961,standard,10000
11,clinic_011,2000,tier_2,64,local,4,128,tier2_hospital,0.95,high,5000
12,research_center_012,5000,tier_3,128,GDPR,16,512,research_center,0.989,critical,100000
13,mobile_unit_013,500,tier_1,16,PIPEDA,2,32,mobile_unit,0.818,high,1000
14,edge_device_014,100,tier_2,8,PIPEDA,1,16,edge_device,0.823,high,500
15,hospital_015,2000,tier_1,32,GDPR,4,512,tier1_hospital,0.96,high,10000
16,clinic_016,5000,tier_2,16,PIPEDA,4,64,tier2_hospital,0.951,standard,20000
17,research_center_017,10000,tier_3,256,GDPR,8,1024,research_center,0.994,critical,50000
18,mobile_unit_018,100,tier_1,4,GDPR,2,16,mobile_unit,0.83,standard,1000
19,edge_device_019,500,tier_2,2,local,1,32,edge_device,0.87,high,500
