node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,10000,tier_1,64,GDPR,4,512,tier1_hospital,0.991,standard,50000
1,clinic_001,5000,tier_2,16,PIPEDA,2,64,tier2_hospital,0.938,standard,10000
2,research_center_002,5000,tier_3,128,local,8,512,research_center,0.981,high,50000
3,mobile_unit_003,100,tier_1,8,PIPEDA,2,32,mobile_unit,0.774,standard,5000
4,edge_device_004,50,tier_2,4,GDPR,0,8,edge_device,0.75,high,1000
5,hospital_005,5000,tier_1,64,local,16,256,tier1_hospital,0.973,critical,20000
6,clinic_006,2000,tier_2,16,PIPEDA,8,256,tier2_hospital,0.908,standard,10000
7,research_center_007,10000,tier_3,256,PIPEDA,8,256,research_center,0.983,critical,100000
8,mobile_unit_008,500,tier_1,8,GDPR,2,16,mobile_unit,0.891,high,5000
9,edge_device_009,50,tier_2,8,GDPR,0,8,edge_device,0.719,high,500
10,hospital_010,5000,tier_1,128,GDPR,16,256,tier1_hospital,0.965,standard,20000
11,clinic_011,5000,tier_2,32,PIPEDA,2,128,tier2_hospital,0.936,standard,20000
12,research_center_012,5000,tier_3,128,HIPAA,32,1024,research_center,0.995,critical,50000
13,mobile_unit_013,1000,tier_1,4,GDPR,2,64,mobile_unit,0.781,standard,1000
14,edge_device_014,500,tier_2,8,GDPR,1,32,edge_device,0.702,critical,1000
15,hospital_015,10000,tier_1,128,local,16,512,tier1_hospital,0.989,critical,20000
16,clinic_016,1000,tier_2,32,HIPAA,4,128,tier2_hospital,0.977,standard,20000
17,research_center_017,20000,tier_3,256,HIPAA,16,256,research_center,0.988,standard,20000
18,mobile_unit_018,1000,tier_1,4,HIPAA,2,64,mobile_unit,0.866,standard,1000
19,edge_device_019,500,tier_2,2,PIPEDA,0,16,edge_device,0.812,standard,2000
20,hospital_020,2000,tier_1,64,PIPEDA,4,128,tier1_hospital,0.986,high,10000
21,clinic_021,1000,tier_2,16,HIPAA,8,64,tier2_hospital,0.978,critical,5000
22,research_center_022,5000,tier_3,256,local,16,512,research_center,0.982,critical,100000
23,mobile_unit_023,1000,tier_1,16,GDPR,2,32,mobile_unit,0.858,high,2000
24,edge_device_024,50,tier_2,8,PIPEDA,0,8,edge_device,0.794,high,2000
25,hospital_025,2000,tier_1,128,PIPEDA,16,128,tier1_hospital,0.994,high,10000
26,clinic_026,1000,tier_2,64,local,8,128,tier2_hospital,0.971,high,20000
27,research_center_027,20000,tier_3,128,local,16,512,research_center,0.997,standard,50000
28,mobile_unit_028,500,tier_1,4,HIPAA,1,32,mobile_unit,0.752,high,5000
29,edge_device_029,500,tier_2,2,GDPR,1,16,edge_device,0.717,critical,2000
