node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,5000,tier_1,64,HIPAA,16,256,tier1_hospital,0.964,critical,20000
1,clinic_001,2000,tier_2,64,GDPR,8,128,tier2_hospital,0.913,standard,5000
2,research_center_002,10000,tier_3,64,GDPR,32,1024,research_center,0.998,critical,100000
3,mobile_unit_003,500,tier_1,16,GDPR,1,64,mobile_unit,0.774,high,5000
4,edge_device_004,100,tier_2,2,PIPEDA,1,32,edge_device,0.876,critical,500
5,hospital_005,2000,tier_1,32,GDPR,16,512,tier1_hospital,0.964,critical,20000
6,clinic_006,1000,tier_2,64,GDPR,2,128,tier2_hospital,0.979,critical,10000
7,research_center_007,5000,tier_3,128,HIPAA,8,256,research_center,0.996,high,100000
8,mobile_unit_008,1000,tier_1,16,HIPAA,1,64,mobile_unit,0.786,high,5000
9,edge_device_009,100,tier_2,2,PIPEDA,0,32,edge_device,0.761,critical,1000
