edge,weight
0-1,1915.71
0-2,82.78
0-3,80.91
0-4,986.53
0-5,866.79
0-6,4179.49
0-7,949.66
0-8,5691.03
0-9,1666.7
1-2,524.15
1-3,4549.84
1-4,2284.53
1-5,111.59
1-6,5317.28
1-7,2131.27
1-8,491.97
1-9,1999.16
2-3,80.56
2-4,90.22
2-5,584.96
2-6,957.22
2-7,1002.7
2-8,5560.22
2-9,859.38
3-4,1841.5
3-5,105.65
3-6,103.4
3-7,1953.03
3-8,4739.42
3-9,535.78
4-5,1895.04
4-6,4657.24
4-7,117.03
4-8,108.92
4-9,1774.02
5-6,5009.74
5-7,82.48
5-8,404.52
5-9,108.01
6-7,1140.58
6-8,5357.29
6-9,106.64
7-8,4961.31
7-9,1652.43
8-9,103.17
