node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,10000,tier_1,64,HIPAA,8,256,tier1_hospital,0.959,standard,10000
1,clinic_001,2000,tier_2,32,local,2,64,tier2_hospital,0.915,high,5000
2,research_center_002,5000,tier_3,256,HIPAA,8,512,research_center,0.993,standard,20000
3,mobile_unit_003,100,tier_1,16,PIPEDA,1,64,mobile_unit,0.878,critical,1000
4,edge_device_004,100,tier_2,8,local,0,32,edge_device,0.825,critical,500
5,hospital_005,2000,tier_1,64,local,8,512,tier1_hospital,0.959,standard,50000
6,clinic_006,2000,tier_2,64,PIPEDA,2,64,tier2_hospital,0.921,high,5000
7,research_center_007,10000,tier_3,256,GDPR,32,512,research_center,0.993,critical,20000
8,mobile_unit_008,1000,tier_1,16,PIPEDA,1,16,mobile_unit,0.819,high,5000
9,edge_device_009,500,tier_2,8,local,0,8,edge_device,0.719,critical,500
10,hospital_010,2000,tier_1,128,GDPR,16,128,tier1_hospital,0.976,high,10000
11,clinic_011,1000,tier_2,32,local,4,128,tier2_hospital,0.98,critical,20000
12,research_center_012,10000,tier_3,256,HIPAA,16,1024,research_center,0.99,standard,20000
13,mobile_unit_013,500,tier_1,8,HIPAA,1,16,mobile_unit,0.785,high,2000
14,edge_device_014,500,tier_2,8,HIPAA,1,32,edge_device,0.769,critical,500
