node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,10000,tier_1,64,local,8,512,tier1_hospital,0.981,standard,10000
1,clinic_001,1000,tier_2,16,GDPR,2,64,tier2_hospital,0.906,standard,10000
2,research_center_002,20000,tier_3,128,local,32,256,research_center,0.988,high,50000
3,mobile_unit_003,1000,tier_1,4,local,2,16,mobile_unit,0.816,high,1000
4,edge_device_004,100,tier_2,2,GDPR,0,16,edge_device,0.856,critical,2000
5,hospital_005,5000,tier_1,64,local,8,256,tier1_hospital,0.953,high,50000
6,clinic_006,5000,tier_2,16,local,8,256,tier2_hospital,0.97,critical,20000
7,research_center_007,20000,tier_3,128,local,8,256,research_center,0.995,standard,100000
8,mobile_unit_008,500,tier_1,4,HIPAA,2,32,mobile_unit,0.842,high,2000
9,edge_device_009,100,tier_2,8,GDPR,0,16,edge_device,0.815,critical,1000
10,hospital_010,2000,tier_1,32,HIPAA,4,256,tier1_hospital,0.987,critical,20000
11,clinic_011,5000,tier_2,16,local,4,64,tier2_hospital,0.942,standard,5000
12,research_center_012,5000,tier_3,256,local,16,1024,research_center,0.995,standard,20000
13,mobile_unit_013,500,tier_1,16,HIPAA,2,16,mobile_unit,0.875,critical,2000
14,edge_device_014,50,tier_2,8,PIPEDA,0,8,edge_device,0.892,critical,500
