node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,10000,tier_1,32,local,16,256,tier1_hospital,0.952,high,50000
1,clinic_001,1000,tier_2,64,HIPAA,2,128,tier2_hospital,0.913,standard,5000
2,research_center_002,10000,tier_3,64,GDPR,8,512,research_center,0.994,critical,50000
3,mobile_unit_003,100,tier_1,4,HIPAA,1,64,mobile_unit,0.774,high,2000
4,edge_device_004,50,tier_2,2,local,1,16,edge_device,0.707,standard,1000
5,hospital_005,2000,tier_1,128,PIPEDA,8,256,tier1_hospital,0.962,standard,10000
6,clinic_006,5000,tier_2,16,GDPR,8,256,tier2_hospital,0.924,critical,20000
7,research_center_007,10000,tier_3,128,PIPEDA,8,512,research_center,0.986,high,100000
8,mobile_unit_008,100,tier_1,16,PIPEDA,2,16,mobile_unit,0.826,standard,2000
9,edge_device_009,500,tier_2,8,HIPAA,1,32,edge_device,0.709,high,1000
10,hospital_010,10000,tier_1,128,HIPAA,4,512,tier1_hospital,0.986,critical,50000
11,clinic_011,5000,tier_2,16,HIPAA,2,128,tier2_hospital,0.927,high,20000
12,research_center_012,5000,tier_3,256,GDPR,8,512,research_center,0.981,high,100000
13,mobile_unit_013,100,tier_1,8,GDPR,1,64,mobile_unit,0.784,high,5000
14,edge_device_014,100,tier_2,2,PIPEDA,1,16,edge_device,0.889,critical,500
15,hospital_015,2000,tier_1,32,HIPAA,8,128,tier1_hospital,0.951,critical,10000
16,clinic_016,2000,tier_2,64,HIPAA,4,256,tier2_hospital,0.969,critical,5000
17,research_center_017,5000,tier_3,256,HIPAA,32,512,research_center,0.999,standard,100000
18,mobile_unit_018,1000,tier_1,8,GDPR,2,32,mobile_unit,0.798,critical,1000
19,edge_device_019,50,tier_2,4,GDPR,0,8,edge_device,0.881,standard,2000
