node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,2000,tier_1,64,GDPR,16,256,tier1_hospital,0.963,critical,50000
1,clinic_001,2000,tier_2,32,GDPR,4,256,tier2_hospital,0.962,standard,20000
2,research_center_002,10000,tier_3,64,GDPR,8,512,research_center,0.99,high,100000
3,mobile_unit_003,100,tier_1,8,GDPR,1,64,mobile_unit,0.755,high,1000
4,edge_device_004,500,tier_2,2,GDPR,0,8,edge_device,0.764,high,2000
5,hospital_005,5000,tier_1,128,local,16,512,tier1_hospital,0.979,standard,50000
6,clinic_006,2000,tier_2,32,local,8,64,tier2_hospital,0.966,high,10000
7,research_center_007,5000,tier_3,128,HIPAA,32,512,research_center,0.982,critical,20000
8,mobile_unit_008,500,tier_1,8,local,2,16,mobile_unit,0.805,high,1000
9,edge_device_009,100,tier_2,4,local,1,16,edge_device,0.838,standard,1000
