edge,weight
0-1,815.38
0-2,1709.86
0-3,1750.83
0-4,924.74
0-5,2167.71
0-6,421.5
0-7,94.32
0-8,436.61
0-9,428.51
1-2,99.94
1-3,2365.91
1-4,115.55
1-5,98.85
1-6,1064.24
1-7,5710.76
1-8,2197.2
1-9,837.5
2-3,1199.89
2-4,105.59
2-5,2311.08
2-6,562.55
2-7,1841.35
2-8,2161.11
2-9,2224.04
3-4,594.44
3-5,5020.25
3-6,92.98
3-7,2024.23
3-8,1028.25
3-9,2040.55
4-5,539.59
4-6,1678.29
4-7,2073.33
4-8,802.92
4-9,1635.27
5-6,99.37
5-7,80.78
5-8,1915.42
5-9,1733.46
6-7,92.91
6-8,1626.61
6-9,108.2
7-8,5550.2
7-9,443.24
8-9,103.78
