node_id,latitude,longitude
0,44.030154,-92.431929
1,39.247133,-76.661325
2,37.462062,-122.188811
3,42.324627,-71.035065
4,34.076359,-118.228413
5,51.530822,-0.095207
6,48.878432,2.377615
7,35.712791,139.624748
8,1.343739,103.853408
9,-33.845538,151.19421
10,44.010561,-92.508094
11,39.245122,-76.64313
12,37.407699,-122.100461
13,42.358133,-71.083767
14,34.036087,-118.23446
15,51.498822,-0.104668
16,48.847675,2.358863
17,35.707067,139.610468
18,1.386409,103.812945
19,-33.821448,151.220816
