timestamp,round_num,node_id,computation_type,time_taken,samples_processed,batches_processed,epochs_completed,throughput_samples_per_sec
1753386630.4633045,1,-1,training,13.280275583267212,0,0,0,
1753386643.361538,2,-1,training,10.656509160995483,0,0,0,
1753386655.6451073,3,-1,training,10.147202253341675,0,0,0,
1753386662.2904775,4,-1,training,4.544284105300903,0,0,0,
1753386667.7755125,5,-1,training,3.376020908355713,0,0,0,
1753386673.3894923,6,-1,training,3.5315330028533936,0,0,0,
1753386679.3202465,7,-1,training,3.734893321990967,0,0,0,
1753386685.8606827,8,-1,training,4.431169271469116,0,0,0,
1753386691.7087827,9,-1,training,3.748845338821411,0,0,0,
1753386697.535118,10,-1,training,3.737157106399536,0,0,0,
