node_id,city,country,latitude,longitude,region,timezone
0,Rochester,USA,44.001917,-92.427835,north_america,America/Chicago
1,Baltimore,USA,39.340245,-76.625235,europe,America/New_York
2,Palo Alto,USA,37.465327,-122.113588,asia_pacific,America/Los_Angeles
3,Boston,USA,42.400941,-71.013203,south_america,America/New_York
4,Los Angeles,USA,34.037055,-118.197293,africa,America/Los_Angeles
5,London,UK,51.470874,-0.089036,north_america,Europe/London
6,Paris,France,48.887511,2.307943,europe,Europe/Paris
7,Tokyo,Japan,35.659214,139.691956,asia_pacific,Asia/Tokyo
8,Singapore,Singapore,1.327074,103.864172,south_america,Asia/Singapore
9,Sydney,Australia,-33.916461,151.165935,africa,Australia/Sydney
