node_id,latitude,longitude
0,44.054718,-92.435184
1,39.291794,-76.625223
2,37.487322,-122.125768
3,42.351986,-71.083901
4,34.097393,-118.239048
5,51.485688,-0.156804
6,48.875037,2.397829
7,35.701033,139.649161
8,1.335163,103.836951
9,-33.87711,151.25102
10,44.065369,-92.499259
11,39.31862,-76.569696
12,37.473371,-122.1621
13,42.354595,-71.056096
14,34.061784,-118.212816
15,51.542586,-0.109408
16,48.897898,2.378416
17,35.694124,139.681733
18,1.308301,103.851254
19,-33.89462,151.222944
