edge,weight
0-1,519.55
0-2,2214.51
0-3,1172.86
0-4,995.21
0-5,437.25
0-6,2225.23
0-7,102.62
0-8,116.31
0-9,5583.46
1-2,4740.85
1-3,1112.48
1-4,5520.38
1-5,5077.32
1-6,546.62
1-7,85.96
1-8,1984.51
1-9,5024.47
2-3,2148.47
2-4,4628.45
2-5,4147.09
2-6,1775.52
2-7,1172.29
2-8,5512.12
2-9,4929.26
3-4,581.59
3-5,468.85
3-6,481.01
3-7,475.53
3-8,2154.79
3-9,477.49
4-5,434.42
4-6,5861.93
4-7,976.23
4-8,5905.93
4-9,909.64
5-6,2066.48
5-7,1177.87
5-8,104.39
5-9,1177.82
6-7,5087.47
6-8,591.53
6-9,2363.08
7-8,957.72
7-9,4428.71
8-9,4021.76
