node_id,city,country,latitude,longitude,region,timezone
0,Rochester,USA,44.034857,-92.469906,north_america,America/Chicago
1,Baltimore,USA,39.256478,-76.654978,europe,America/New_York
2,Palo Alto,USA,37.455591,-122.177606,asia_pacific,America/Los_Angeles
3,Boston,USA,42.402346,-71.106233,south_america,America/New_York
4,Los Angeles,USA,34.045416,-118.259893,africa,America/Los_Angeles
5,London,UK,51.47522,-0.144196,north_america,Europe/London
6,Paris,France,48.819211,2.321235,europe,Europe/Paris
7,Tokyo,Japan,35.677948,139.691181,asia_pacific,Asia/Tokyo
8,Singapore,Singapore,1.331414,103.863914,south_america,Asia/Singapore
9,Sydney,Australia,-33.827052,151.252173,africa,Australia/Sydney
