node_id,admin_level,certification,department,established_year,funding_source,institution_name,institution_type,staff_count
0,national,FedRAMP,radiology,1983,public,mayo_clinic,tier1_hospital,1621
1,national,FedRAMP,oncology,2018,private,johns_hopkins,tier2_hospital,3455
2,national,SOC2,cardiology,1968,research_grant,stanford_med,research_center,1808
3,regional,FedRAMP,neurology,1969,research_grant,mass_general,mobile_unit,2949
4,international,ISO27001,pathology,1983,mixed,ucla_health,edge_device,2005
5,regional,ISO27001,radiology,2019,public,mayo_clinic,tier1_hospital,4791
6,local,SOC2,oncology,1955,mixed,johns_hopkins,tier2_hospital,3153
7,international,HIPAA_compliant,cardiology,1995,mixed,stanford_med,research_center,1531
8,regional,HIPAA_compliant,neurology,1970,mixed,mass_general,mobile_unit,4217
9,national,FedRAMP,pathology,1978,private,ucla_health,edge_device,521
