node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,2000,tier_1,64,GDPR,16,128,tier1_hospital,0.951,high,50000
1,clinic_001,5000,tier_2,16,HIPAA,8,256,tier2_hospital,0.937,critical,10000
2,research_center_002,10000,tier_3,64,local,16,512,research_center,0.992,standard,100000
3,mobile_unit_003,1000,tier_1,8,local,1,16,mobile_unit,0.861,critical,2000
4,edge_device_004,500,tier_2,8,local,0,32,edge_device,0.839,high,2000
5,hospital_005,2000,tier_1,32,local,16,256,tier1_hospital,0.973,high,10000
6,clinic_006,2000,tier_2,32,GDPR,2,64,tier2_hospital,0.976,critical,5000
7,research_center_007,20000,tier_3,64,GDPR,8,256,research_center,0.985,high,50000
8,mobile_unit_008,500,tier_1,8,GDPR,1,32,mobile_unit,0.8,critical,2000
9,edge_device_009,50,tier_2,8,HIPAA,0,8,edge_device,0.883,critical,1000
