node_id,city,country,latitude,longitude,region,timezone
0,Rochester,USA,44.031644,-92.511473,north_america,America/Chicago
1,Baltimore,USA,39.275234,-76.60888,europe,America/New_York
2,Palo Alto,USA,37.425945,-122.137096,asia_pacific,America/Los_Angeles
3,Boston,USA,42.327695,-71.019471,south_america,America/New_York
4,Los Angeles,USA,34.091682,-118.248909,africa,America/Los_Angeles
5,London,UK,51.497242,-0.104045,north_america,Europe/London
6,Paris,France,48.869878,2.371203,europe,Europe/Paris
7,Tokyo,Japan,35.630331,139.604336,asia_pacific,Asia/Tokyo
8,Singapore,Singapore,1.320159,103.782394,south_america,Asia/Singapore
9,Sydney,Australia,-33.836668,151.193522,africa,Australia/Sydney
10,Rochester,USA,43.988255,-92.470249,north_america,America/Chicago
11,Baltimore,USA,39.284425,-76.579371,europe,America/New_York
12,Palo Alto,USA,37.4093,-122.11191,asia_pacific,America/Los_Angeles
13,Boston,USA,42.396569,-71.041162,south_america,America/New_York
14,Los Angeles,USA,34.039257,-118.273733,africa,America/Los_Angeles
15,London,UK,51.457622,-0.095717,north_america,Europe/London
16,Paris,France,48.897288,2.378766,europe,Europe/Paris
17,Tokyo,Japan,35.652569,139.674801,asia_pacific,Asia/Tokyo
18,Singapore,Singapore,1.370224,103.863511,south_america,Asia/Singapore
19,Sydney,Australia,-33.916917,151.211305,africa,Australia/Sydney
