node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,5000,tier_1,32,local,16,128,tier1_hospital,0.979,high,50000
1,clinic_001,2000,tier_2,32,HIPAA,4,256,tier2_hospital,0.976,high,20000
2,research_center_002,20000,tier_3,64,PIPEDA,8,256,research_center,0.992,critical,50000
3,mobile_unit_003,500,tier_1,8,local,1,32,mobile_unit,0.864,high,2000
4,edge_device_004,50,tier_2,2,local,1,16,edge_device,0.73,standard,500
5,hospital_005,5000,tier_1,32,GDPR,16,256,tier1_hospital,0.98,standard,50000
6,clinic_006,1000,tier_2,16,HIPAA,4,256,tier2_hospital,0.977,critical,5000
7,research_center_007,10000,tier_3,256,GDPR,32,1024,research_center,0.985,high,20000
8,mobile_unit_008,100,tier_1,8,GDPR,1,32,mobile_unit,0.794,critical,2000
9,edge_device_009,50,tier_2,8,PIPEDA,0,8,edge_device,0.754,high,2000
