node_id,city,country,latitude,longitude,region,timezone
0,Rochester,USA,44.010483,-92.483347,north_america,America/Chicago
1,Baltimore,USA,39.31796,-76.585005,europe,America/New_York
2,Palo Alto,USA,37.469392,-122.104844,asia_pacific,America/Los_Angeles
3,Boston,USA,42.404983,-71.053277,south_america,America/New_York
4,Los Angeles,USA,34.054902,-118.250822,africa,America/Los_Angeles
5,London,UK,51.557326,-0.119665,north_america,Europe/London
6,Paris,France,48.847442,2.352546,europe,Europe/Paris
7,Tokyo,Japan,35.651698,139.60426,asia_pacific,Asia/Tokyo
8,Singapore,Singapore,1.310111,103.82806,south_america,Asia/Singapore
9,Sydney,Australia,-33.863601,151.164574,africa,Australia/Sydney
