node_id,admin_level,certification,department,established_year,funding_source,institution_name,institution_type,staff_count
0,regional,FedRAMP,radiology,1978,public,mayo_clinic,tier1_hospital,1302
1,local,FedRAMP,oncology,1959,private,johns_hopkins,tier2_hospital,2284
2,regional,SOC2,cardiology,2016,private,stanford_med,research_center,1509
3,local,SOC2,neurology,2012,public,mass_general,mobile_unit,1039
4,national,ISO27001,pathology,1952,public,ucla_health,edge_device,2703
5,international,HIPAA_compliant,radiology,1980,mixed,mayo_clinic,tier1_hospital,330
6,national,SOC2,oncology,2008,public,johns_hopkins,tier2_hospital,2078
7,local,ISO27001,cardiology,1964,private,stanford_med,research_center,2940
8,international,HIPAA_compliant,neurology,1967,mixed,mass_general,mobile_unit,2673
9,international,SOC2,pathology,1976,private,ucla_health,edge_device,1706
10,local,ISO27001,radiology,1979,mixed,mayo_clinic,tier1_hospital,4363
11,national,ISO27001,oncology,1978,mixed,johns_hopkins,tier2_hospital,3493
12,international,HIPAA_compliant,cardiology,1991,research_grant,stanford_med,research_center,3257
13,national,HIPAA_compliant,neurology,1998,research_grant,mass_general,mobile_unit,1938
14,international,ISO27001,pathology,1979,research_grant,ucla_health,edge_device,4257
15,international,ISO27001,radiology,1973,private,mayo_clinic,tier1_hospital,1790
16,regional,FedRAMP,oncology,1981,public,johns_hopkins,tier2_hospital,4351
17,international,FedRAMP,cardiology,1950,public,stanford_med,research_center,4909
18,international,ISO27001,neurology,2003,public,mass_general,mobile_unit,3342
19,national,HIPAA_compliant,pathology,2008,research_grant,ucla_health,edge_device,2350
20,international,HIPAA_compliant,radiology,2012,research_grant,mayo_clinic,tier1_hospital,529
21,international,HIPAA_compliant,oncology,2014,mixed,johns_hopkins,tier2_hospital,1525
22,international,FedRAMP,cardiology,1995,mixed,stanford_med,research_center,3579
23,national,SOC2,neurology,1991,mixed,mass_general,mobile_unit,865
24,regional,ISO27001,pathology,1959,private,ucla_health,edge_device,3986
25,local,HIPAA_compliant,radiology,1983,research_grant,mayo_clinic,tier1_hospital,1727
26,regional,ISO27001,oncology,1983,private,johns_hopkins,tier2_hospital,3470
27,regional,HIPAA_compliant,cardiology,1979,private,stanford_med,research_center,4145
28,regional,ISO27001,neurology,2004,mixed,mass_general,mobile_unit,4652
29,national,HIPAA_compliant,pathology,1985,research_grant,ucla_health,edge_device,946
