node_id,admin_level,certification,department,established_year,funding_source,institution_name,institution_type,staff_count
0,local,SOC2,radiology,2011,mixed,mayo_clinic,tier1_hospital,202
1,international,SOC2,oncology,1989,mixed,johns_hopkins,tier2_hospital,176
2,local,SOC2,cardiology,2009,public,stanford_med,research_center,3292
3,regional,FedRAMP,neurology,1967,research_grant,mass_general,mobile_unit,413
4,local,SOC2,pathology,1994,public,ucla_health,edge_device,2967
5,local,ISO27001,radiology,1986,public,mayo_clinic,tier1_hospital,4180
6,national,ISO27001,oncology,1969,private,johns_hopkins,tier2_hospital,115
7,local,SOC2,cardiology,1980,public,stanford_med,research_center,4017
8,national,SOC2,neurology,1967,private,mass_general,mobile_unit,1082
9,regional,FedRAMP,pathology,1963,research_grant,ucla_health,edge_device,631
10,local,HIPAA_compliant,radiology,2006,private,mayo_clinic,tier1_hospital,3460
11,regional,SOC2,oncology,2007,private,johns_hopkins,tier2_hospital,693
12,national,HIPAA_compliant,cardiology,2007,mixed,stanford_med,research_center,4406
13,regional,HIPAA_compliant,neurology,1963,public,mass_general,mobile_unit,1247
14,regional,SOC2,pathology,1970,private,ucla_health,edge_device,4017
