node_id,admin_level,certification,department,established_year,funding_source,institution_name,institution_type,staff_count
0,national,SOC2,radiology,1952,mixed,mayo_clinic,tier1_hospital,1811
1,national,FedRAMP,oncology,1997,research_grant,johns_hopkins,tier2_hospital,2152
2,national,ISO27001,cardiology,2015,public,stanford_med,research_center,4892
3,regional,ISO27001,neurology,1965,mixed,mass_general,mobile_unit,3965
4,regional,HIPAA_compliant,pathology,1995,research_grant,ucla_health,edge_device,2603
5,national,SOC2,radiology,1994,mixed,mayo_clinic,tier1_hospital,573
6,local,ISO27001,oncology,1996,private,johns_hopkins,tier2_hospital,1956
7,regional,FedRAMP,cardiology,2015,research_grant,stanford_med,research_center,409
8,international,ISO27001,neurology,1980,private,mass_general,mobile_unit,4874
9,national,SOC2,pathology,1960,research_grant,ucla_health,edge_device,4845
