node_id,latitude,longitude
0,44.001042,-92.466537
1,39.254703,-76.622416
2,37.475859,-122.186011
3,42.366219,-71.072704
4,34.03713,-118.265865
5,51.523258,-0.087656
6,48.903016,2.311602
7,35.690781,139.652725
8,1.360754,103.800919
9,-33.917796,151.200158
10,43.99699,-92.424602
11,39.282933,-76.59876
12,37.489614,-122.180035
13,42.404709,-71.020523
14,34.007631,-118.277347
15,51.487485,-0.12024
16,48.855913,2.343703
17,35.626908,139.690026
18,1.307911,103.775669
19,-33.881832,151.256919
