node_id,admin_level,certification,city,country,department,established_year,funding_source,institution_name,institution_type,region,staff_count,timezone
0,international,FedRAMP,Rochester,USA,radiology,1962,mixed,mayo_clinic,tier1_hospital,north_america,3275,America/Chicago
1,regional,FedRAMP,Baltimore,USA,oncology,1978,mixed,johns_hopkins,tier2_hospital,europe,4912,America/New_York
2,regional,FedRAMP,Palo Alto,USA,cardiology,1995,research_grant,stanford_med,research_center,asia_pacific,4886,America/Los_Angeles
3,national,FedRAMP,Boston,USA,neurology,1995,research_grant,mass_general,mobile_unit,south_america,2022,America/New_York
4,regional,SOC2,Los Angeles,USA,pathology,1958,private,ucla_health,edge_device,africa,1939,America/Los_Angeles
5,local,SOC2,London,UK,radiology,1995,mixed,mayo_clinic,tier1_hospital,north_america,3866,Europe/London
6,regional,ISO27001,Paris,France,oncology,1959,public,johns_hopkins,tier2_hospital,europe,1665,Europe/Paris
7,regional,FedRAMP,Tokyo,Japan,cardiology,1964,mixed,stanford_med,research_center,asia_pacific,1890,Asia/Tokyo
8,national,SOC2,Singapore,Singapore,neurology,1984,research_grant,mass_general,mobile_unit,south_america,4530,Asia/Singapore
9,local,ISO27001,Sydney,Australia,pathology,1992,private,ucla_health,edge_device,africa,4028,Australia/Sydney
10,regional,HIPAA_compliant,Rochester,USA,radiology,1976,mixed,mayo_clinic,tier1_hospital,north_america,4266,America/Chicago
11,regional,FedRAMP,Baltimore,USA,oncology,1958,private,johns_hopkins,tier2_hospital,europe,883,America/New_York
12,local,ISO27001,Palo Alto,USA,cardiology,1972,public,stanford_med,research_center,asia_pacific,1477,America/Los_Angeles
13,local,SOC2,Boston,USA,neurology,1991,public,mass_general,mobile_unit,south_america,1113,America/New_York
14,international,ISO27001,Los Angeles,USA,pathology,2005,private,ucla_health,edge_device,africa,134,America/Los_Angeles
15,international,ISO27001,London,UK,radiology,1978,public,mayo_clinic,tier1_hospital,north_america,713,Europe/London
16,international,SOC2,Paris,France,oncology,1983,public,johns_hopkins,tier2_hospital,europe,4944,Europe/Paris
17,national,SOC2,Tokyo,Japan,cardiology,1984,private,stanford_med,research_center,asia_pacific,3964,Asia/Tokyo
18,regional,HIPAA_compliant,Singapore,Singapore,neurology,2018,private,mass_general,mobile_unit,south_america,1750,Asia/Singapore
19,international,FedRAMP,Sydney,Australia,pathology,1999,research_grant,ucla_health,edge_device,africa,2297,Australia/Sydney
