node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,2000,tier_1,32,HIPAA,8,256,tier1_hospital,0.959,critical,10000
1,clinic_001,2000,tier_2,16,GDPR,4,256,tier2_hospital,0.976,high,5000
2,research_center_002,10000,tier_3,256,PIPEDA,16,1024,research_center,0.999,high,100000
3,mobile_unit_003,1000,tier_1,16,PIPEDA,2,16,mobile_unit,0.851,high,2000
4,edge_device_004,500,tier_2,4,GDPR,1,32,edge_device,0.757,critical,2000
5,hospital_005,5000,tier_1,64,PIPEDA,4,512,tier1_hospital,0.968,critical,10000
6,clinic_006,1000,tier_2,64,HIPAA,2,128,tier2_hospital,0.969,critical,10000
7,research_center_007,10000,tier_3,128,local,32,256,research_center,0.982,high,100000
8,mobile_unit_008,100,tier_1,4,HIPAA,2,16,mobile_unit,0.822,critical,2000
9,edge_device_009,50,tier_2,4,HIPAA,0,32,edge_device,0.704,critical,2000
10,hospital_010,5000,tier_1,128,HIPAA,4,512,tier1_hospital,0.995,critical,20000
11,clinic_011,1000,tier_2,64,local,4,128,tier2_hospital,0.96,standard,10000
12,research_center_012,10000,tier_3,256,PIPEDA,8,512,research_center,0.99,critical,100000
13,mobile_unit_013,100,tier_1,8,PIPEDA,2,64,mobile_unit,0.799,critical,2000
14,edge_device_014,100,tier_2,4,HIPAA,0,32,edge_device,0.85,standard,500
15,hospital_015,5000,tier_1,128,PIPEDA,4,512,tier1_hospital,0.967,standard,50000
16,clinic_016,1000,tier_2,64,HIPAA,2,128,tier2_hospital,0.966,critical,10000
17,research_center_017,10000,tier_3,256,PIPEDA,8,512,research_center,0.991,high,100000
18,mobile_unit_018,100,tier_1,8,GDPR,1,16,mobile_unit,0.834,high,5000
19,edge_device_019,100,tier_2,2,local,1,32,edge_device,0.795,critical,1000
