timestamp,round_num,total_clients,sampled_clients,num_sampled_clients,client_sampling_rate,actual_client_rate,data_sampling_rates,total_data_points,sampled_data_points,actual_data_rate
1753357357.158546,1,10,"[1, 5]",2,0.2,0.2,"{1: 1.0, 5: 1.0}",,,
1753357377.4576337,2,10,"[5, 3]",2,0.2,0.2,"{5: 1.0, 3: 1.0}",,,
1753357399.183518,3,10,"[3, 6]",2,0.2,0.2,"{3: 1.0, 6: 1.0}",,,
1753357418.3702872,4,10,"[1, 3]",2,0.2,0.2,"{1: 1.0, 3: 1.0}",,,
1753357423.7064896,5,10,"[1, 0]",2,0.2,0.2,"{1: 1.0, 0: 1.0}",,,
1753357443.4678082,6,10,"[4, 2]",2,0.2,0.2,"{4: 1.0, 2: 1.0}",,,
1753357463.4957016,7,10,"[0, 2]",2,0.2,0.2,"{0: 1.0, 2: 1.0}",,,
1753357467.8821769,8,10,"[9, 6]",2,0.2,0.2,"{9: 1.0, 6: 1.0}",,,
1753357485.207146,9,10,"[3, 0]",2,0.2,0.2,"{3: 1.0, 0: 1.0}",,,
1753357490.289542,10,10,"[0, 6]",2,0.2,0.2,"{0: 1.0, 6: 1.0}",,,
