node_id,admin_level,certification,city,country,department,established_year,funding_source,institution_name,institution_type,region,staff_count,timezone
0,international,FedRAMP,Rochester,USA,radiology,2014,research_grant,mayo_clinic,tier1_hospital,north_america,364,America/Chicago
1,international,ISO27001,Baltimore,USA,oncology,1977,public,johns_hopkins,tier2_hospital,europe,2863,America/New_York
2,national,SOC2,Palo Alto,USA,cardiology,1977,mixed,stanford_med,research_center,asia_pacific,477,America/Los_Angeles
3,regional,ISO27001,Boston,USA,neurology,2020,research_grant,mass_general,mobile_unit,south_america,4487,America/New_York
4,national,SOC2,Los Angeles,USA,pathology,2010,private,ucla_health,edge_device,africa,1155,America/Los_Angeles
5,national,ISO27001,London,UK,radiology,1981,private,mayo_clinic,tier1_hospital,north_america,3722,Europe/London
6,national,SOC2,Paris,France,oncology,1987,mixed,johns_hopkins,tier2_hospital,europe,3867,Europe/Paris
7,international,HIPAA_compliant,Tokyo,Japan,cardiology,1960,mixed,stanford_med,research_center,asia_pacific,3789,Asia/Tokyo
8,regional,SOC2,Singapore,Singapore,neurology,1990,public,mass_general,mobile_unit,south_america,4682,Asia/Singapore
9,regional,ISO27001,Sydney,Australia,pathology,1957,private,ucla_health,edge_device,africa,4079,Australia/Sydney
