node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,10000,tier_1,32,GDPR,8,128,tier1_hospital,0.969,high,20000
1,clinic_001,5000,tier_2,32,local,4,256,tier2_hospital,0.968,standard,5000
2,research_center_002,20000,tier_3,64,local,8,1024,research_center,0.981,standard,100000
3,mobile_unit_003,100,tier_1,8,HIPAA,2,64,mobile_unit,0.819,high,5000
4,edge_device_004,50,tier_2,2,GDPR,0,16,edge_device,0.726,high,2000
5,hospital_005,5000,tier_1,128,HIPAA,8,512,tier1_hospital,0.952,critical,10000
6,clinic_006,1000,tier_2,16,GDPR,8,128,tier2_hospital,0.953,critical,10000
7,research_center_007,5000,tier_3,64,GDPR,32,1024,research_center,0.999,high,100000
8,mobile_unit_008,1000,tier_1,8,HIPAA,2,32,mobile_unit,0.774,high,5000
9,edge_device_009,500,tier_2,2,local,0,8,edge_device,0.751,standard,500
