node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,10000,tier_1,64,HIPAA,4,128,tier1_hospital,0.984,high,20000
1,clinic_001,2000,tier_2,32,HIPAA,2,256,tier2_hospital,0.954,critical,10000
2,research_center_002,5000,tier_3,128,GDPR,8,256,research_center,0.993,standard,20000
3,mobile_unit_003,1000,tier_1,4,HIPAA,2,16,mobile_unit,0.847,standard,1000
4,edge_device_004,100,tier_2,8,local,0,32,edge_device,0.75,critical,1000
5,hospital_005,2000,tier_1,64,HIPAA,4,256,tier1_hospital,0.987,standard,10000
6,clinic_006,2000,tier_2,64,HIPAA,2,64,tier2_hospital,0.918,high,10000
7,research_center_007,20000,tier_3,256,local,8,1024,research_center,0.988,standard,50000
8,mobile_unit_008,1000,tier_1,8,PIPEDA,2,64,mobile_unit,0.837,standard,5000
9,edge_device_009,50,tier_2,2,HIPAA,1,8,edge_device,0.757,high,2000
10,hospital_010,10000,tier_1,64,PIPEDA,8,128,tier1_hospital,0.977,critical,50000
11,clinic_011,5000,tier_2,16,GDPR,2,256,tier2_hospital,0.963,high,10000
12,research_center_012,20000,tier_3,256,PIPEDA,8,1024,research_center,0.98,high,100000
13,mobile_unit_013,100,tier_1,4,PIPEDA,2,64,mobile_unit,0.842,standard,2000
14,edge_device_014,500,tier_2,2,PIPEDA,0,32,edge_device,0.711,critical,500
15,hospital_015,2000,tier_1,32,local,16,256,tier1_hospital,0.984,high,50000
16,clinic_016,5000,tier_2,16,HIPAA,4,128,tier2_hospital,0.957,standard,10000
17,research_center_017,20000,tier_3,64,GDPR,16,256,research_center,0.991,critical,20000
18,mobile_unit_018,500,tier_1,16,local,1,64,mobile_unit,0.807,critical,2000
19,edge_device_019,500,tier_2,2,GDPR,1,32,edge_device,0.748,critical,1000
