node_id,admin_level,certification,department,established_year,funding_source,institution_name,institution_type,staff_count
0,regional,HIPAA_compliant,radiology,1975,private,mayo_clinic,tier1_hospital,2290
1,national,FedRAMP,oncology,1955,private,johns_hopkins,tier2_hospital,4143
2,national,SOC2,cardiology,1977,research_grant,stanford_med,research_center,4367
3,international,ISO27001,neurology,1980,research_grant,mass_general,mobile_unit,2455
4,national,HIPAA_compliant,pathology,1959,public,ucla_health,edge_device,4577
5,regional,SOC2,radiology,1959,research_grant,mayo_clinic,tier1_hospital,3885
6,local,HIPAA_compliant,oncology,1961,research_grant,johns_hopkins,tier2_hospital,396
7,regional,HIPAA_compliant,cardiology,1968,mixed,stanford_med,research_center,2870
8,international,FedRAMP,neurology,1982,mixed,mass_general,mobile_unit,4026
9,national,FedRAMP,pathology,1974,public,ucla_health,edge_device,366
10,international,SOC2,radiology,2010,private,mayo_clinic,tier1_hospital,1644
11,international,FedRAMP,oncology,1985,research_grant,johns_hopkins,tier2_hospital,2734
12,regional,FedRAMP,cardiology,2013,public,stanford_med,research_center,4275
13,regional,FedRAMP,neurology,1958,mixed,mass_general,mobile_unit,3736
14,local,HIPAA_compliant,pathology,1956,private,ucla_health,edge_device,1180
