node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,5000,tier_1,128,HIPAA,16,128,tier1_hospital,0.982,critical,20000
1,clinic_001,2000,tier_2,64,local,4,256,tier2_hospital,0.947,critical,20000
2,research_center_002,5000,tier_3,256,HIPAA,16,256,research_center,0.998,high,20000
3,mobile_unit_003,100,tier_1,4,local,1,64,mobile_unit,0.882,standard,1000
4,edge_device_004,100,tier_2,4,local,0,8,edge_device,0.753,critical,500
5,hospital_005,5000,tier_1,128,HIPAA,8,256,tier1_hospital,0.956,critical,10000
6,clinic_006,1000,tier_2,32,GDPR,4,128,tier2_hospital,0.955,standard,20000
7,research_center_007,5000,tier_3,64,HIPAA,32,512,research_center,0.991,critical,50000
8,mobile_unit_008,500,tier_1,16,local,1,64,mobile_unit,0.841,standard,1000
9,edge_device_009,50,tier_2,4,HIPAA,0,8,edge_device,0.806,critical,1000
10,hospital_010,5000,tier_1,32,HIPAA,4,128,tier1_hospital,0.984,high,10000
11,clinic_011,2000,tier_2,32,local,4,256,tier2_hospital,0.912,standard,5000
12,research_center_012,10000,tier_3,256,local,32,256,research_center,0.985,standard,100000
13,mobile_unit_013,500,tier_1,4,local,2,16,mobile_unit,0.796,standard,2000
14,edge_device_014,100,tier_2,8,GDPR,0,16,edge_device,0.885,high,2000
15,hospital_015,2000,tier_1,32,HIPAA,8,128,tier1_hospital,0.952,critical,50000
16,clinic_016,5000,tier_2,32,local,2,64,tier2_hospital,0.921,critical,5000
17,research_center_017,5000,tier_3,128,HIPAA,8,1024,research_center,0.988,high,100000
18,mobile_unit_018,1000,tier_1,4,PIPEDA,2,64,mobile_unit,0.768,critical,5000
19,edge_device_019,50,tier_2,2,HIPAA,1,16,edge_device,0.83,critical,500
20,hospital_020,2000,tier_1,128,PIPEDA,4,256,tier1_hospital,0.974,standard,20000
21,clinic_021,2000,tier_2,32,HIPAA,4,256,tier2_hospital,0.97,standard,10000
22,research_center_022,5000,tier_3,128,PIPEDA,16,512,research_center,0.995,critical,20000
23,mobile_unit_023,500,tier_1,4,local,1,32,mobile_unit,0.893,critical,2000
24,edge_device_024,100,tier_2,8,local,1,16,edge_device,0.794,high,500
25,hospital_025,2000,tier_1,128,HIPAA,4,512,tier1_hospital,0.977,critical,20000
26,clinic_026,5000,tier_2,64,local,2,64,tier2_hospital,0.959,critical,5000
27,research_center_027,5000,tier_3,256,local,32,512,research_center,0.989,high,20000
28,mobile_unit_028,100,tier_1,8,PIPEDA,2,64,mobile_unit,0.838,critical,5000
29,edge_device_029,50,tier_2,4,PIPEDA,0,8,edge_device,0.765,standard,2000
