node_id,latitude,longitude
0,43.978943,-92.508189
1,39.315568,-76.629852
2,37.423684,-122.095594
3,42.399318,-71.087218
4,34.040287,-118.217879
5,51.493833,-0.116531
6,48.839143,2.371407
7,35.655119,139.684214
8,1.366493,103.817149
9,-33.864569,151.211335
10,43.973916,-92.442763
11,39.251282,-76.643847
12,37.405026,-122.185962
13,42.36146,-71.050306
14,34.009403,-118.216409
15,51.523582,-0.172352
16,48.81335,2.394402
17,35.69685,139.687068
18,1.368679,103.847867
19,-33.819883,151.194014
