node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,2000,tier_1,128,local,8,128,tier1_hospital,0.957,standard,10000
1,clinic_001,2000,tier_2,32,GDPR,4,128,tier2_hospital,0.918,standard,5000
2,research_center_002,10000,tier_3,128,HIPAA,8,512,research_center,0.987,critical,20000
3,mobile_unit_003,100,tier_1,4,GDPR,2,32,mobile_unit,0.849,high,1000
4,edge_device_004,50,tier_2,8,HIPAA,0,8,edge_device,0.811,standard,1000
5,hospital_005,2000,tier_1,128,local,8,128,tier1_hospital,0.987,high,50000
6,clinic_006,2000,tier_2,16,local,2,256,tier2_hospital,0.91,standard,20000
7,research_center_007,5000,tier_3,256,local,16,256,research_center,0.995,critical,20000
8,mobile_unit_008,500,tier_1,4,GDPR,1,16,mobile_unit,0.795,critical,5000
9,edge_device_009,100,tier_2,2,GDPR,1,16,edge_device,0.719,standard,500
10,hospital_010,5000,tier_1,64,PIPEDA,4,512,tier1_hospital,0.957,standard,10000
11,clinic_011,1000,tier_2,16,local,8,128,tier2_hospital,0.973,standard,10000
12,research_center_012,5000,tier_3,256,PIPEDA,8,1024,research_center,0.984,high,20000
13,mobile_unit_013,1000,tier_1,8,HIPAA,1,16,mobile_unit,0.884,high,2000
14,edge_device_014,100,tier_2,8,HIPAA,0,32,edge_device,0.798,critical,1000
15,hospital_015,5000,tier_1,32,local,16,128,tier1_hospital,0.962,standard,50000
16,clinic_016,5000,tier_2,64,local,2,256,tier2_hospital,0.943,high,10000
17,research_center_017,5000,tier_3,64,local,16,256,research_center,0.998,critical,50000
18,mobile_unit_018,1000,tier_1,4,GDPR,1,32,mobile_unit,0.862,high,1000
19,edge_device_019,500,tier_2,4,GDPR,1,32,edge_device,0.823,critical,1000
