node_id,city,country,latitude,longitude,region,timezone
0,Rochester,USA,44.045027,-92.463448,north_america,America/Chicago
1,Baltimore,USA,39.246006,-76.577907,europe,America/New_York
2,Palo Alto,USA,37.415471,-122.103049,asia_pacific,America/Los_Angeles
3,Boston,USA,42.364454,-71.105756,south_america,America/New_York
4,Los Angeles,USA,34.019014,-118.279109,africa,America/Los_Angeles
5,London,UK,51.485959,-0.132565,north_america,Europe/London
6,Paris,France,48.893091,2.348418,europe,Europe/Paris
7,Tokyo,Japan,35.637905,139.689449,asia_pacific,Asia/Tokyo
8,Singapore,Singapore,1.371561,103.786187,south_america,Asia/Singapore
9,Sydney,Australia,-33.838228,151.248001,africa,Australia/Sydney
