param_summary,round_num,source_node,target_node,timestamp,transfer_type
"{'norm': 3.2724907398223877, 'mean': 0.0022306034807115793, 'std': 0.11131004989147186}",1,0,1,1749456324.1052809,parameter_transfer
"{'norm': 3.2724907398223877, 'mean': 0.0022306034807115793, 'std': 0.11131004989147186}",1,0,2,1749456324.1052809,parameter_transfer
"{'norm': 3.2724907398223877, 'mean': 0.0022306034807115793, 'std': 0.11131004989147186}",1,0,3,1749456324.1052809,parameter_transfer
"{'norm': 3.2724907398223877, 'mean': 0.0022306034807115793, 'std': 0.11131004989147186}",1,0,4,1749456324.1052809,parameter_transfer
"{'norm': 3.2724907398223877, 'mean': 0.0022306034807115793, 'std': 0.11131004989147186}",1,0,5,1749456324.1052809,parameter_transfer
"{'norm': 3.2724907398223877, 'mean': 0.0022306034807115793, 'std': 0.11131004989147186}",1,0,6,1749456324.1052809,parameter_transfer
"{'norm': 3.2724907398223877, 'mean': 0.0022306034807115793, 'std': 0.11131004989147186}",1,0,7,1749456324.1052809,parameter_transfer
"{'norm': 3.2724907398223877, 'mean': 0.0022306034807115793, 'std': 0.11131004989147186}",1,0,8,1749456324.1052809,parameter_transfer
"{'norm': 3.2724907398223877, 'mean': 0.0022306034807115793, 'std': 0.11131004989147186}",1,0,9,1749456324.1052809,parameter_transfer
"{'norm': 3.2757461071014404, 'mean': 0.002085075480863452, 'std': 0.11142363399267197}",1,1,0,1749456324.1053505,parameter_transfer
"{'norm': 3.2757461071014404, 'mean': 0.002085075480863452, 'std': 0.11142363399267197}",1,1,2,1749456324.1053505,parameter_transfer
"{'norm': 3.2757461071014404, 'mean': 0.002085075480863452, 'std': 0.11142363399267197}",1,1,3,1749456324.1053505,parameter_transfer
"{'norm': 3.2757461071014404, 'mean': 0.002085075480863452, 'std': 0.11142363399267197}",1,1,4,1749456324.1053505,parameter_transfer
"{'norm': 3.2757461071014404, 'mean': 0.002085075480863452, 'std': 0.11142363399267197}",1,1,5,1749456324.1053505,parameter_transfer
"{'norm': 3.2757461071014404, 'mean': 0.002085075480863452, 'std': 0.11142363399267197}",1,1,6,1749456324.1053505,parameter_transfer
"{'norm': 3.2757461071014404, 'mean': 0.002085075480863452, 'std': 0.11142363399267197}",1,1,7,1749456324.1053505,parameter_transfer
"{'norm': 3.2757461071014404, 'mean': 0.002085075480863452, 'std': 0.11142363399267197}",1,1,8,1749456324.1053505,parameter_transfer
"{'norm': 3.2757461071014404, 'mean': 0.002085075480863452, 'std': 0.11142363399267197}",1,1,9,1749456324.1053505,parameter_transfer
"{'norm': 3.274110794067383, 'mean': 0.0016768821515142918, 'std': 0.1113748848438263}",1,2,0,1749456324.1053863,parameter_transfer
"{'norm': 3.274110794067383, 'mean': 0.0016768821515142918, 'std': 0.1113748848438263}",1,2,1,1749456324.1053863,parameter_transfer
"{'norm': 3.274110794067383, 'mean': 0.0016768821515142918, 'std': 0.1113748848438263}",1,2,3,1749456324.1053863,parameter_transfer
"{'norm': 3.274110794067383, 'mean': 0.0016768821515142918, 'std': 0.1113748848438263}",1,2,4,1749456324.1053863,parameter_transfer
"{'norm': 3.274110794067383, 'mean': 0.0016768821515142918, 'std': 0.1113748848438263}",1,2,5,1749456324.1053863,parameter_transfer
"{'norm': 3.274110794067383, 'mean': 0.0016768821515142918, 'std': 0.1113748848438263}",1,2,6,1749456324.1053863,parameter_transfer
"{'norm': 3.274110794067383, 'mean': 0.0016768821515142918, 'std': 0.1113748848438263}",1,2,7,1749456324.1053863,parameter_transfer
"{'norm': 3.274110794067383, 'mean': 0.0016768821515142918, 'std': 0.1113748848438263}",1,2,8,1749456324.1053863,parameter_transfer
"{'norm': 3.274110794067383, 'mean': 0.0016768821515142918, 'std': 0.1113748848438263}",1,2,9,1749456324.1053863,parameter_transfer
"{'norm': 3.274110794067383, 'mean': 0.0016768821515142918, 'std': 0.1113748848438263}",1,3,0,1749456324.1054215,parameter_transfer
"{'norm': 3.274110794067383, 'mean': 0.0016768821515142918, 'std': 0.1113748848438263}",1,3,1,1749456324.1054215,parameter_transfer
"{'norm': 3.274110794067383, 'mean': 0.0016768821515142918, 'std': 0.1113748848438263}",1,3,2,1749456324.1054215,parameter_transfer
"{'norm': 3.274110794067383, 'mean': 0.0016768821515142918, 'std': 0.1113748848438263}",1,3,4,1749456324.1054215,parameter_transfer
"{'norm': 3.274110794067383, 'mean': 0.0016768821515142918, 'std': 0.1113748848438263}",1,3,5,1749456324.1054215,parameter_transfer
"{'norm': 3.274110794067383, 'mean': 0.0016768821515142918, 'std': 0.1113748848438263}",1,3,6,1749456324.1054215,parameter_transfer
"{'norm': 3.274110794067383, 'mean': 0.0016768821515142918, 'std': 0.1113748848438263}",1,3,7,1749456324.1054215,parameter_transfer
"{'norm': 3.274110794067383, 'mean': 0.0016768821515142918, 'std': 0.1113748848438263}",1,3,8,1749456324.1054215,parameter_transfer
"{'norm': 3.274110794067383, 'mean': 0.0016768821515142918, 'std': 0.1113748848438263}",1,3,9,1749456324.1054215,parameter_transfer
"{'norm': 3.274110794067383, 'mean': 0.0016768821515142918, 'std': 0.1113748848438263}",1,4,0,1749456324.1054525,parameter_transfer
"{'norm': 3.274110794067383, 'mean': 0.0016768821515142918, 'std': 0.1113748848438263}",1,4,1,1749456324.1054525,parameter_transfer
"{'norm': 3.274110794067383, 'mean': 0.0016768821515142918, 'std': 0.1113748848438263}",1,4,2,1749456324.1054525,parameter_transfer
"{'norm': 3.274110794067383, 'mean': 0.0016768821515142918, 'std': 0.1113748848438263}",1,4,3,1749456324.1054525,parameter_transfer
"{'norm': 3.274110794067383, 'mean': 0.0016768821515142918, 'std': 0.1113748848438263}",1,4,5,1749456324.1054525,parameter_transfer
"{'norm': 3.274110794067383, 'mean': 0.0016768821515142918, 'std': 0.1113748848438263}",1,4,6,1749456324.1054525,parameter_transfer
"{'norm': 3.274110794067383, 'mean': 0.0016768821515142918, 'std': 0.1113748848438263}",1,4,7,1749456324.1054525,parameter_transfer
"{'norm': 3.274110794067383, 'mean': 0.0016768821515142918, 'std': 0.1113748848438263}",1,4,8,1749456324.1054525,parameter_transfer
"{'norm': 3.274110794067383, 'mean': 0.0016768821515142918, 'std': 0.1113748848438263}",1,4,9,1749456324.1054525,parameter_transfer
"{'norm': 3.274110794067383, 'mean': 0.0016768821515142918, 'std': 0.1113748848438263}",1,5,0,1749456324.105484,parameter_transfer
"{'norm': 3.274110794067383, 'mean': 0.0016768821515142918, 'std': 0.1113748848438263}",1,5,1,1749456324.105484,parameter_transfer
