node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,10000,tier_1,64,local,16,512,tier1_hospital,0.972,standard,20000
1,clinic_001,1000,tier_2,16,PIPEDA,2,64,tier2_hospital,0.928,high,5000
2,research_center_002,10000,tier_3,64,GDPR,32,1024,research_center,0.997,high,20000
3,mobile_unit_003,500,tier_1,4,PIPEDA,2,16,mobile_unit,0.813,standard,2000
4,edge_device_004,100,tier_2,2,PIPEDA,1,8,edge_device,0.73,high,1000
5,hospital_005,2000,tier_1,128,HIPAA,4,512,tier1_hospital,0.976,critical,10000
6,clinic_006,1000,tier_2,64,GDPR,2,256,tier2_hospital,0.969,standard,10000
7,research_center_007,20000,tier_3,128,GDPR,32,1024,research_center,0.984,high,100000
8,mobile_unit_008,500,tier_1,8,PIPEDA,1,64,mobile_unit,0.866,critical,5000
9,edge_device_009,500,tier_2,8,HIPAA,0,32,edge_device,0.737,high,2000
