node_id,admin_level,certification,department,established_year,funding_source,institution_name,institution_type,staff_count
0,national,ISO27001,radiology,1962,research_grant,mayo_clinic,tier1_hospital,1205
1,local,ISO27001,oncology,1977,private,johns_hopkins,tier2_hospital,1600
2,local,SOC2,cardiology,1962,mixed,stanford_med,research_center,4302
3,national,SOC2,neurology,1982,private,mass_general,mobile_unit,1736
4,international,ISO27001,pathology,2003,mixed,ucla_health,edge_device,2975
5,international,HIPAA_compliant,radiology,2010,private,mayo_clinic,tier1_hospital,2229
6,international,SOC2,oncology,2020,research_grant,johns_hopkins,tier2_hospital,1872
7,national,FedRAMP,cardiology,1996,mixed,stanford_med,research_center,4759
8,regional,SOC2,neurology,1955,research_grant,mass_general,mobile_unit,1282
9,international,FedRAMP,pathology,1966,private,ucla_health,edge_device,552
10,international,FedRAMP,radiology,1970,private,mayo_clinic,tier1_hospital,4561
11,local,ISO27001,oncology,2014,research_grant,johns_hopkins,tier2_hospital,932
12,international,HIPAA_compliant,cardiology,2020,public,stanford_med,research_center,3587
13,local,FedRAMP,neurology,1998,private,mass_general,mobile_unit,4992
14,local,FedRAMP,pathology,1968,mixed,ucla_health,edge_device,3273
15,national,SOC2,radiology,2019,research_grant,mayo_clinic,tier1_hospital,3598
16,international,HIPAA_compliant,oncology,1957,public,johns_hopkins,tier2_hospital,707
17,national,HIPAA_compliant,cardiology,1950,mixed,stanford_med,research_center,496
18,local,SOC2,neurology,1950,private,mass_general,mobile_unit,2207
19,international,ISO27001,pathology,2002,research_grant,ucla_health,edge_device,3272
20,local,HIPAA_compliant,radiology,1994,public,mayo_clinic,tier1_hospital,4419
21,national,SOC2,oncology,1984,mixed,johns_hopkins,tier2_hospital,1059
22,national,FedRAMP,cardiology,2014,private,stanford_med,research_center,3659
23,national,ISO27001,neurology,1965,mixed,mass_general,mobile_unit,959
24,local,FedRAMP,pathology,1950,private,ucla_health,edge_device,1530
25,international,SOC2,radiology,2013,research_grant,mayo_clinic,tier1_hospital,2039
26,local,SOC2,oncology,2006,mixed,johns_hopkins,tier2_hospital,2904
27,national,FedRAMP,cardiology,1986,mixed,stanford_med,research_center,2438
28,regional,SOC2,neurology,2011,public,mass_general,mobile_unit,774
29,national,ISO27001,pathology,2006,mixed,ucla_health,edge_device,1746
