node_id,city,country,latitude,longitude,region,timezone
0,Rochester,USA,44.052253,-92.498742,north_america,America/Chicago
1,Baltimore,USA,39.312164,-76.626913,europe,America/New_York
2,Palo Alto,USA,37.457168,-122.133467,asia_pacific,America/Los_Angeles
3,Boston,USA,42.336485,-71.008902,south_america,America/New_York
4,Los Angeles,USA,34.084352,-118.203788,africa,America/Los_Angeles
5,London,UK,51.482668,-0.113526,north_america,Europe/London
6,Paris,France,48.811819,2.333238,europe,Europe/Paris
7,Tokyo,Japan,35.648527,139.65082,asia_pacific,Asia/Tokyo
8,Singapore,Singapore,1.316677,103.775719,south_america,Asia/Singapore
9,Sydney,Australia,-33.904363,151.166845,africa,Australia/Sydney
10,Rochester,USA,44.018041,-92.423057,north_america,America/Chicago
11,Baltimore,USA,39.300181,-76.564201,europe,America/New_York
12,Palo Alto,USA,37.456572,-122.121185,asia_pacific,America/Los_Angeles
13,Boston,USA,42.406945,-71.099601,south_america,America/New_York
14,Los Angeles,USA,34.047577,-118.205688,africa,America/Los_Angeles
