edge,weight
0-1,100.92
0-2,2258.25
0-3,595.47
0-4,5252.56
0-5,950.17
0-6,1827.1
0-7,4971.73
0-8,108.04
0-9,2328.01
0-10,5703.47
0-11,4570.6
0-12,584.96
0-13,105.87
0-14,5071.16
1-2,89.33
1-3,953.76
1-4,119.83
1-5,430.33
1-6,113.71
1-7,469.6
1-8,5779.4
1-9,453.71
1-10,2064.41
1-11,1064.33
1-12,1092.26
1-13,114.73
1-14,945.28
2-3,102.35
2-4,831.74
2-5,5261.48
2-6,813.79
2-7,1111.6
2-8,2271.1
2-9,1793.32
2-10,109.78
2-11,487.95
2-12,4376.99
2-13,5110.52
2-14,1832.25
3-4,1083.5
3-5,1834.65
3-6,1001.18
3-7,417.0
3-8,565.91
3-9,1819.25
3-10,4312.63
3-11,89.31
3-12,994.95
3-13,5512.78
3-14,485.99
4-5,4645.08
4-6,946.73
4-7,433.73
4-8,114.44
4-9,4287.31
4-10,5014.74
4-11,574.37
4-12,1835.26
4-13,87.02
4-14,423.45
5-6,4643.1
5-7,5135.82
5-8,4360.24
5-9,5994.85
5-10,88.77
5-11,4451.13
5-12,537.35
5-13,459.78
5-14,2024.19
6-7,1000.54
6-8,563.35
6-9,430.44
6-10,4831.24
6-11,89.58
6-12,4034.55
6-13,1057.98
6-14,437.67
7-8,438.76
7-9,501.89
7-10,4484.78
7-11,550.33
7-12,107.82
7-13,5760.63
7-14,516.62
8-9,1887.82
8-10,549.67
8-11,5389.49
8-12,107.06
8-13,5678.4
8-14,2377.82
9-10,1078.3
9-11,1790.44
9-12,2319.13
9-13,106.03
9-14,2322.28
10-11,969.3
10-12,91.33
10-13,5671.55
10-14,5237.55
11-12,110.45
11-13,1019.2
11-14,4557.5
12-13,5457.06
12-14,93.97
13-14,966.44
