edge,weight
0-1,2370.2
0-2,1084.66
0-3,4414.63
0-4,1802.26
0-5,5127.77
0-6,5195.54
0-7,531.01
0-8,106.68
0-9,952.77
1-2,488.83
1-3,1028.79
1-4,547.19
1-5,2298.17
1-6,1904.92
1-7,534.7
1-8,2028.8
1-9,98.72
2-3,5827.87
2-4,81.4
2-5,5929.96
2-6,1890.95
2-7,5764.58
2-8,118.66
2-9,1129.12
3-4,1129.85
3-5,475.74
3-6,2326.73
3-7,849.27
3-8,1025.22
3-9,1886.2
4-5,862.54
4-6,5082.58
4-7,1169.8
4-8,990.6
4-9,810.32
5-6,1146.88
5-7,80.84
5-8,538.98
5-9,957.0
6-7,1620.17
6-8,118.25
6-9,904.84
7-8,867.94
7-9,4437.58
8-9,4546.92
