node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,10000,tier_1,64,PIPEDA,4,256,tier1_hospital,0.995,critical,20000
1,clinic_001,2000,tier_2,64,GDPR,2,64,tier2_hospital,0.914,standard,5000
2,research_center_002,20000,tier_3,128,local,16,256,research_center,0.986,high,100000
3,mobile_unit_003,500,tier_1,4,GDPR,1,32,mobile_unit,0.869,critical,2000
4,edge_device_004,50,tier_2,4,local,0,8,edge_device,0.834,high,500
5,hospital_005,5000,tier_1,64,GDPR,4,512,tier1_hospital,0.952,standard,10000
6,clinic_006,5000,tier_2,16,PIPEDA,4,64,tier2_hospital,0.971,high,5000
7,research_center_007,5000,tier_3,64,local,16,1024,research_center,0.994,standard,50000
8,mobile_unit_008,500,tier_1,8,PIPEDA,2,64,mobile_unit,0.793,high,1000
9,edge_device_009,50,tier_2,4,HIPAA,0,32,edge_device,0.887,critical,500
10,hospital_010,5000,tier_1,64,GDPR,16,128,tier1_hospital,0.958,standard,20000
11,clinic_011,2000,tier_2,64,HIPAA,8,128,tier2_hospital,0.972,critical,20000
12,research_center_012,10000,tier_3,64,local,32,1024,research_center,0.996,standard,50000
13,mobile_unit_013,500,tier_1,8,local,1,16,mobile_unit,0.809,standard,5000
14,edge_device_014,100,tier_2,2,HIPAA,0,32,edge_device,0.776,critical,1000
