node_id,admin_level,certification,department,established_year,funding_source,institution_name,institution_type,staff_count
0,national,FedRAMP,radiology,2001,mixed,mayo_clinic,tier1_hospital,4912
1,national,ISO27001,oncology,1972,research_grant,johns_hopkins,tier2_hospital,1628
2,local,HIPAA_compliant,cardiology,1986,research_grant,stanford_med,research_center,4107
3,local,HIPAA_compliant,neurology,1987,research_grant,mass_general,mobile_unit,2895
4,regional,ISO27001,pathology,1964,private,ucla_health,edge_device,3974
5,national,HIPAA_compliant,radiology,1997,mixed,mayo_clinic,tier1_hospital,4323
6,international,ISO27001,oncology,1970,private,johns_hopkins,tier2_hospital,4618
7,regional,SOC2,cardiology,1966,public,stanford_med,research_center,367
8,national,HIPAA_compliant,neurology,1969,public,mass_general,mobile_unit,3286
9,international,ISO27001,pathology,2014,private,ucla_health,edge_device,4834
10,international,SOC2,radiology,2011,public,mayo_clinic,tier1_hospital,428
11,national,ISO27001,oncology,1975,research_grant,johns_hopkins,tier2_hospital,3573
12,local,FedRAMP,cardiology,1960,mixed,stanford_med,research_center,1085
13,local,ISO27001,neurology,1953,research_grant,mass_general,mobile_unit,842
14,regional,SOC2,pathology,1973,public,ucla_health,edge_device,4946
