node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,10000,tier_1,32,HIPAA,16,128,tier1_hospital,0.965,standard,20000
1,clinic_001,2000,tier_2,64,local,2,128,tier2_hospital,0.923,critical,10000
2,research_center_002,20000,tier_3,256,HIPAA,32,1024,research_center,0.996,high,20000
3,mobile_unit_003,100,tier_1,8,HIPAA,2,32,mobile_unit,0.869,critical,2000
4,edge_device_004,50,tier_2,2,local,1,8,edge_device,0.702,high,500
5,hospital_005,2000,tier_1,128,HIPAA,4,256,tier1_hospital,0.966,critical,20000
6,clinic_006,5000,tier_2,64,PIPEDA,4,64,tier2_hospital,0.968,critical,5000
7,research_center_007,10000,tier_3,256,local,8,1024,research_center,0.996,critical,100000
8,mobile_unit_008,100,tier_1,16,PIPEDA,1,32,mobile_unit,0.843,standard,5000
9,edge_device_009,500,tier_2,8,HIPAA,0,32,edge_device,0.708,standard,1000
10,hospital_010,5000,tier_1,32,local,4,512,tier1_hospital,0.979,standard,20000
11,clinic_011,1000,tier_2,16,GDPR,4,128,tier2_hospital,0.907,critical,10000
12,research_center_012,20000,tier_3,128,GDPR,32,256,research_center,0.986,high,20000
13,mobile_unit_013,500,tier_1,16,PIPEDA,1,16,mobile_unit,0.767,critical,5000
14,edge_device_014,500,tier_2,2,GDPR,1,32,edge_device,0.872,standard,500
