node_id,city,country,latitude,longitude,region,timezone
0,Rochester,USA,43.987652,-92.479381,north_america,America/Chicago
1,Baltimore,USA,39.260791,-76.637486,europe,America/New_York
2,Palo Alto,USA,37.437274,-122.116412,asia_pacific,America/Los_Angeles
3,Boston,USA,42.325739,-71.094545,south_america,America/New_York
4,Los Angeles,USA,34.089747,-118.218011,africa,America/Los_Angeles
5,London,UK,51.480033,-0.132122,north_america,Europe/London
6,Paris,France,48.812855,2.361557,europe,Europe/Paris
7,Tokyo,Japan,35.639914,139.663034,asia_pacific,Asia/Tokyo
8,Singapore,Singapore,1.374777,103.858044,south_america,Asia/Singapore
9,Sydney,Australia,-33.864953,151.252584,africa,Australia/Sydney
