node_id,latitude,longitude
0,44.064887,-92.451273
1,39.249311,-76.574586
2,37.399116,-122.135416
3,42.36784,-71.053339
4,34.084185,-118.244066
5,51.476727,-0.114901
6,48.883334,2.319414
7,35.71396,139.624245
8,1.372349,103.800488
9,-33.87786,151.185281
10,44.051739,-92.453769
11,39.332076,-76.643092
12,37.412713,-122.144489
13,42.402228,-71.009686
14,34.062141,-118.206002
15,51.507381,-0.177509
16,48.826381,2.334877
17,35.628255,139.669206
18,1.321359,103.804562
19,-33.842396,151.244626
