node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,5000,tier_1,64,HIPAA,4,512,tier1_hospital,0.983,critical,50000
1,clinic_001,5000,tier_2,16,HIPAA,4,64,tier2_hospital,0.98,high,5000
2,research_center_002,10000,tier_3,64,PIPEDA,16,512,research_center,0.997,high,50000
3,mobile_unit_003,100,tier_1,8,PIPEDA,1,32,mobile_unit,0.755,critical,2000
4,edge_device_004,50,tier_2,2,GDPR,1,8,edge_device,0.809,critical,1000
5,hospital_005,2000,tier_1,64,PIPEDA,16,256,tier1_hospital,0.969,standard,10000
6,clinic_006,1000,tier_2,16,HIPAA,2,256,tier2_hospital,0.948,standard,10000
7,research_center_007,20000,tier_3,256,PIPEDA,32,256,research_center,0.985,high,100000
8,mobile_unit_008,1000,tier_1,4,local,1,16,mobile_unit,0.762,standard,2000
9,edge_device_009,100,tier_2,4,local,1,16,edge_device,0.723,high,2000
10,hospital_010,10000,tier_1,128,HIPAA,4,128,tier1_hospital,0.991,standard,20000
11,clinic_011,2000,tier_2,16,GDPR,4,256,tier2_hospital,0.979,critical,5000
12,research_center_012,20000,tier_3,128,GDPR,8,512,research_center,0.98,high,20000
13,mobile_unit_013,500,tier_1,4,local,2,32,mobile_unit,0.761,critical,2000
14,edge_device_014,50,tier_2,8,GDPR,1,8,edge_device,0.825,standard,2000
15,hospital_015,5000,tier_1,128,local,8,256,tier1_hospital,0.963,high,10000
16,clinic_016,2000,tier_2,64,PIPEDA,8,128,tier2_hospital,0.964,high,20000
17,research_center_017,20000,tier_3,256,GDPR,32,256,research_center,0.981,critical,50000
18,mobile_unit_018,500,tier_1,16,local,2,64,mobile_unit,0.893,high,5000
19,edge_device_019,100,tier_2,2,local,1,8,edge_device,0.713,standard,500
