timestamp,round_num,total_clients,sampled_clients,num_sampled_clients,client_sampling_rate,actual_client_rate,data_sampling_rates,total_data_points,sampled_data_points,actual_data_rate
1753361071.234362,1,20,"[13, 7, 9, 8, 0, 14, 18, 10, 12, 17, 19, 15, 4, 3, 1, 6]",16,0.8,0.8,"{13: 1.0, 7: 1.0, 9: 1.0, 8: 1.0, 0: 1.0, 14: 1.0, 18: 1.0, 10: 1.0, 12: 1.0, 17: 1.0, 19: 1.0, 15: 1.0, 4: 1.0, 3: 1.0, 1: 1.0, 6: 1.0}",,,
1753361092.1580865,2,20,"[5, 10, 4, 6, 9, 15, 3, 0, 19, 14, 7, 17, 12, 2, 18, 8]",16,0.8,0.8,"{5: 1.0, 10: 1.0, 4: 1.0, 6: 1.0, 9: 1.0, 15: 1.0, 3: 1.0, 0: 1.0, 19: 1.0, 14: 1.0, 7: 1.0, 17: 1.0, 12: 1.0, 2: 1.0, 18: 1.0, 8: 1.0}",,,
1753361108.213133,3,20,"[8, 0, 12, 10, 9, 4, 15, 5, 19, 3, 2, 14, 6, 13, 11, 1]",16,0.8,0.8,"{8: 1.0, 0: 1.0, 12: 1.0, 10: 1.0, 9: 1.0, 4: 1.0, 15: 1.0, 5: 1.0, 19: 1.0, 3: 1.0, 2: 1.0, 14: 1.0, 6: 1.0, 13: 1.0, 11: 1.0, 1: 1.0}",,,
1753361123.26896,4,20,"[12, 7, 11, 9, 15, 18, 6, 1, 10, 5, 0, 3, 8, 17, 13, 2]",16,0.8,0.8,"{12: 1.0, 7: 1.0, 11: 1.0, 9: 1.0, 15: 1.0, 18: 1.0, 6: 1.0, 1: 1.0, 10: 1.0, 5: 1.0, 0: 1.0, 3: 1.0, 8: 1.0, 17: 1.0, 13: 1.0, 2: 1.0}",,,
1753361128.7840881,5,20,"[18, 17, 3, 15, 10, 4, 13, 9, 0, 11, 16, 6, 5, 7, 14, 2]",16,0.8,0.8,"{18: 1.0, 17: 1.0, 3: 1.0, 15: 1.0, 10: 1.0, 4: 1.0, 13: 1.0, 9: 1.0, 0: 1.0, 11: 1.0, 16: 1.0, 6: 1.0, 5: 1.0, 7: 1.0, 14: 1.0, 2: 1.0}",,,
1753361144.7530026,6,20,"[17, 5, 11, 6, 4, 0, 13, 7, 12, 15, 18, 16, 8, 3, 1, 9]",16,0.8,0.8,"{17: 1.0, 5: 1.0, 11: 1.0, 6: 1.0, 4: 1.0, 0: 1.0, 13: 1.0, 7: 1.0, 12: 1.0, 15: 1.0, 18: 1.0, 16: 1.0, 8: 1.0, 3: 1.0, 1: 1.0, 9: 1.0}",,,
1753361150.7088497,7,20,"[3, 16, 8, 17, 19, 10, 4, 2, 12, 11, 7, 9, 6, 15, 1, 13]",16,0.8,0.8,"{3: 1.0, 16: 1.0, 8: 1.0, 17: 1.0, 19: 1.0, 10: 1.0, 4: 1.0, 2: 1.0, 12: 1.0, 11: 1.0, 7: 1.0, 9: 1.0, 6: 1.0, 15: 1.0, 1: 1.0, 13: 1.0}",,,
1753361156.304805,8,20,"[3, 1, 5, 7, 15, 16, 9, 0, 8, 10, 17, 13, 19, 2, 6, 11]",16,0.8,0.8,"{3: 1.0, 1: 1.0, 5: 1.0, 7: 1.0, 15: 1.0, 16: 1.0, 9: 1.0, 0: 1.0, 8: 1.0, 10: 1.0, 17: 1.0, 13: 1.0, 19: 1.0, 2: 1.0, 6: 1.0, 11: 1.0}",,,
1753361162.2918108,9,20,"[6, 8, 11, 19, 9, 10, 1, 3, 0, 13, 12, 7, 15, 14, 5, 4]",16,0.8,0.8,"{6: 1.0, 8: 1.0, 11: 1.0, 19: 1.0, 9: 1.0, 10: 1.0, 1: 1.0, 3: 1.0, 0: 1.0, 13: 1.0, 12: 1.0, 7: 1.0, 15: 1.0, 14: 1.0, 5: 1.0, 4: 1.0}",,,
1753361168.5963266,10,20,"[16, 12, 19, 5, 4, 7, 6, 9, 3, 0, 11, 10, 18, 2, 8, 17]",16,0.8,0.8,"{16: 1.0, 12: 1.0, 19: 1.0, 5: 1.0, 4: 1.0, 7: 1.0, 6: 1.0, 9: 1.0, 3: 1.0, 0: 1.0, 11: 1.0, 10: 1.0, 18: 1.0, 2: 1.0, 8: 1.0, 17: 1.0}",,,
