node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,5000,tier_1,64,HIPAA,8,256,tier1_hospital,0.972,high,50000
1,clinic_001,2000,tier_2,16,GDPR,2,64,tier2_hospital,0.93,high,5000
2,research_center_002,20000,tier_3,256,GDPR,16,1024,research_center,0.984,standard,20000
3,mobile_unit_003,100,tier_1,8,local,2,32,mobile_unit,0.875,standard,5000
4,edge_device_004,50,tier_2,2,PIPEDA,1,16,edge_device,0.772,critical,500
5,hospital_005,2000,tier_1,128,PIPEDA,4,256,tier1_hospital,0.977,critical,50000
6,clinic_006,1000,tier_2,64,PIPEDA,2,64,tier2_hospital,0.921,critical,10000
7,research_center_007,20000,tier_3,64,GDPR,16,1024,research_center,0.984,critical,100000
8,mobile_unit_008,500,tier_1,8,local,1,32,mobile_unit,0.847,high,2000
9,edge_device_009,500,tier_2,4,GDPR,1,16,edge_device,0.751,critical,500
