node_id,admin_level,certification,department,established_year,funding_source,institution_name,institution_type,staff_count
0,local,FedRAMP,radiology,2002,public,mayo_clinic,tier1_hospital,2348
1,international,ISO27001,oncology,1971,research_grant,johns_hopkins,tier2_hospital,1943
2,national,FedRAMP,cardiology,1984,research_grant,stanford_med,research_center,2397
3,regional,ISO27001,neurology,1952,public,mass_general,mobile_unit,4477
4,international,HIPAA_compliant,pathology,2018,private,ucla_health,edge_device,3817
5,national,HIPAA_compliant,radiology,1968,public,mayo_clinic,tier1_hospital,2076
6,international,ISO27001,oncology,1997,private,johns_hopkins,tier2_hospital,4012
7,regional,SOC2,cardiology,1985,private,stanford_med,research_center,2698
8,international,FedRAMP,neurology,2019,private,mass_general,mobile_unit,2205
9,international,SOC2,pathology,2003,mixed,ucla_health,edge_device,1568
