node_id,admin_level,certification,department,established_year,funding_source,institution_name,institution_type,staff_count
0,national,ISO27001,radiology,2014,research_grant,mayo_clinic,tier1_hospital,3098
1,regional,ISO27001,oncology,1965,research_grant,johns_hopkins,tier2_hospital,3795
2,local,SOC2,cardiology,1973,private,stanford_med,research_center,3011
3,local,FedRAMP,neurology,1973,mixed,mass_general,mobile_unit,748
4,national,HIPAA_compliant,pathology,2008,private,ucla_health,edge_device,1151
5,local,ISO27001,radiology,1998,research_grant,mayo_clinic,tier1_hospital,1011
6,regional,SOC2,oncology,1978,private,johns_hopkins,tier2_hospital,1784
7,local,HIPAA_compliant,cardiology,1966,public,stanford_med,research_center,4287
8,local,ISO27001,neurology,1954,public,mass_general,mobile_unit,1945
9,local,ISO27001,pathology,1960,mixed,ucla_health,edge_device,4541
