node_id,admin_level,certification,department,established_year,funding_source,institution_name,institution_type,staff_count
0,international,HIPAA_compliant,radiology,2003,public,mayo_clinic,tier1_hospital,2204
1,national,HIPAA_compliant,oncology,1996,private,johns_hopkins,tier2_hospital,222
2,national,HIPAA_compliant,cardiology,1961,public,stanford_med,research_center,621
3,local,ISO27001,neurology,1963,public,mass_general,mobile_unit,449
4,local,HIPAA_compliant,pathology,2019,mixed,ucla_health,edge_device,2734
5,international,ISO27001,radiology,2007,private,mayo_clinic,tier1_hospital,2689
6,regional,HIPAA_compliant,oncology,2006,research_grant,johns_hopkins,tier2_hospital,2755
7,regional,FedRAMP,cardiology,1968,research_grant,stanford_med,research_center,3206
8,local,SOC2,neurology,1988,research_grant,mass_general,mobile_unit,4377
9,international,HIPAA_compliant,pathology,2008,research_grant,ucla_health,edge_device,2966
