edge,weight
0-1,924.55
0-2,999.22
0-3,2323.67
0-4,549.12
0-5,408.05
0-6,424.4
0-7,1641.02
0-8,93.37
0-9,90.36
0-10,1749.01
0-11,84.29
0-12,442.09
0-13,99.95
0-14,413.56
1-2,961.59
1-3,112.12
1-4,4372.02
1-5,1079.16
1-6,526.65
1-7,1660.69
1-8,103.8
1-9,899.09
1-10,548.56
1-11,1078.77
1-12,1036.44
1-13,5852.11
1-14,2093.81
2-3,599.96
2-4,1795.32
2-5,117.13
2-6,4798.56
2-7,117.28
2-8,410.26
2-9,5241.78
2-10,532.74
2-11,5222.41
2-12,919.91
2-13,92.79
2-14,4542.74
3-4,83.22
3-5,112.97
3-6,81.88
3-7,1086.61
3-8,5522.35
3-9,464.89
3-10,86.11
3-11,119.73
3-12,2156.15
3-13,4268.2
3-14,2255.88
4-5,948.68
4-6,926.22
4-7,5076.92
4-8,1107.1
4-9,486.3
4-10,2167.41
4-11,4451.71
4-12,1070.81
4-13,859.24
4-14,97.97
5-6,4532.83
5-7,823.93
5-8,113.6
5-9,1085.08
5-10,1691.42
5-11,5500.5
5-12,87.98
5-13,1968.68
5-14,1678.45
6-7,1068.13
6-8,1734.25
6-9,5489.8
6-10,588.39
6-11,552.57
6-12,1662.87
6-13,107.36
6-14,4504.66
7-8,101.7
7-9,1030.22
7-10,114.02
7-11,884.87
7-12,1160.86
7-13,858.84
7-14,1976.51
8-9,94.02
8-10,583.69
8-11,106.97
8-12,2273.27
8-13,110.84
8-14,1996.95
9-10,499.58
9-11,89.52
9-12,927.43
9-13,871.62
9-14,1996.13
10-11,93.0
10-12,2108.49
10-13,119.46
10-14,538.43
11-12,935.81
11-13,105.39
11-14,2111.28
12-13,556.71
12-14,1891.45
13-14,993.18
