node_id,admin_level,certification,city,country,department,established_year,funding_source,institution_name,institution_type,region,staff_count,timezone
0,regional,HIPAA_compliant,Rochester,USA,radiology,1995,public,mayo_clinic,tier1_hospital,north_america,2976,America/Chicago
1,international,FedRAMP,Baltimore,USA,oncology,2020,public,johns_hopkins,tier2_hospital,europe,4933,America/New_York
2,local,FedRAMP,Palo Alto,USA,cardiology,1973,mixed,stanford_med,research_center,asia_pacific,186,America/Los_Angeles
3,international,FedRAMP,Boston,USA,neurology,2002,private,mass_general,mobile_unit,south_america,2348,America/New_York
4,international,SOC2,Los Angeles,USA,pathology,1974,research_grant,ucla_health,edge_device,africa,3815,America/Los_Angeles
5,international,HIPAA_compliant,London,UK,radiology,2008,private,mayo_clinic,tier1_hospital,north_america,2796,Europe/London
6,regional,HIPAA_compliant,Paris,France,oncology,1966,research_grant,johns_hopkins,tier2_hospital,europe,3391,Europe/Paris
7,regional,HIPAA_compliant,Tokyo,Japan,cardiology,2019,public,stanford_med,research_center,asia_pacific,1559,Asia/Tokyo
8,local,ISO27001,Singapore,Singapore,neurology,1983,private,mass_general,mobile_unit,south_america,4873,Asia/Singapore
9,international,FedRAMP,Sydney,Australia,pathology,1973,mixed,ucla_health,edge_device,africa,1336,Australia/Sydney
