node_id,latitude,longitude
0,44.008089,-92.479567
1,39.280248,-76.610148
2,37.403131,-122.149754
3,42.385769,-71.02583
4,34.026245,-118.247513
5,51.54521,-0.130817
6,48.814369,2.366876
7,35.696712,139.697265
8,1.375827,103.813375
9,-33.849561,151.220583
10,43.976994,-92.422365
11,39.253627,-76.593467
12,37.452662,-122.15703
13,42.40405,-71.044459
14,34.066534,-118.23022
15,51.475149,-0.107415
16,48.861517,2.354469
17,35.628877,139.634189
18,1.379354,103.845902
19,-33.894681,151.178621
