node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,10000,tier_1,128,local,4,512,tier1_hospital,0.95,high,50000
1,clinic_001,5000,tier_2,32,local,4,128,tier2_hospital,0.903,standard,10000
2,research_center_002,20000,tier_3,128,local,8,256,research_center,0.994,high,100000
3,mobile_unit_003,100,tier_1,4,local,2,64,mobile_unit,0.89,standard,2000
4,edge_device_004,500,tier_2,2,local,0,16,edge_device,0.74,standard,1000
5,hospital_005,10000,tier_1,128,HIPAA,8,128,tier1_hospital,0.983,critical,10000
6,clinic_006,1000,tier_2,64,HIPAA,4,64,tier2_hospital,0.911,standard,20000
7,research_center_007,5000,tier_3,128,HIPAA,32,512,research_center,0.992,standard,100000
8,mobile_unit_008,500,tier_1,4,PIPEDA,2,16,mobile_unit,0.775,high,5000
9,edge_device_009,50,tier_2,4,GDPR,1,8,edge_device,0.785,high,500
